plant_id,genus,species,gbif_key,synonyms,family_id
2375,Inulanthera,dregeana,3144417,Inulanthera calva,423
2376,Laburnum,alpinum,5356343,,193
2377,Lamprolobium,grandiflorum,2959525,,193
2378,Lathyrus,hirsutus,5356382,Lathyrus cicer,193
2379,Leontice,leontopetalum,7944367,,112
2380,Leucospermum,reflexum,7287337,,121
2381,Lupinus,flavoculatus,2964113,,193
2382,Lupinus,pusillus,2963824,,193
2383,Lupinus,shockleyi,2964006,,193
2384,Maackia,amurensis,5360278,,193
2385,Maackia,hupehensis,5360283,,193
2386,Maackia,tashiroi,5360270,,193
2387,Maackia,tenuifolia,5360268,,193
2388,Melilotus,siculus,10773250,Melilotus messanensis,193
2389,Melolobium,exudans,2945609,,193
2390,Melolobium,microphyllum,2945605,,193
2391,Nicotiana,raimondii,3799257,,388
2392,Ormosia,emarginata,5355540,,193
2393,Ormosia,henryi,5355447,,193
2394,Osyris,alba,3789029,,298
2395,Pericopsis,angolensis,2940400,,193
2396,Pericopsis,laxiflora,2940390,,193
2397,Pericopsis,mooniana,2940394,,193
2398,Petteria,ramentacea,2982368,,193
2399,Plagiocarpus,axillaris,2974557,,193
2400,Platycelyphium,voense,2943551,,193
2401,Polhillia,brevicalyx,2951611,,193
2402,Polhillia,connata,2951614,Polhillia canescens,193
2403,Polhillia,obsoleta,3970912,,193
2404,Polhillia,pallens,2951616,,193
2405,Rafnia,cuneifolia,2974544,,193
2406,Retama,monosperma,2965085,,193
2407,Retama,sphaerocarpa,2965093,,193
2408,Sakoanala,villosa,2970499,,193
2409,Scolopia,chinensis,3879433,,187
2410,Solanum,candidum,2931041,Solanum tequilense,388
2411,Sophora,alopecuroides,2959035,,193
2412,Sophora,chrysophylla,2958996,,193
2413,Sophora,davidii,2959090,,193
2414,Sophora,exigua,2959070,,193
2415,Sophora,franchetiana,2959050,,193
2416,Sophora,mollis,2958915,Sophora griffithii,193
2417,Styphnolobium,japonicum,2963569,Sophora japonica L.,193
2418,Sophora,koreensis,2959064,,193
2419,Sophora,lehmannii,2959113,Sophora lehmanni,193
2420,Sophora,macrocarpa,3974343,,193
2421,Sophora,pachycarpa,2959051,,193
2422,Sophora,tonkinensis,2958966,,193
2423,Sophora,velutina,2958909,,193
2424,Spartium,junceum,5355395,,193
2425,Stephania,dinklagei,5592607,,116
2426,Templetonia,retusa,5360129,,193
2427,Thermopsis,alterniflora,5360219,,193
2428,Thermopsis,chinensis,5360246,,193
2429,Thermopsis,dolichocarpa,5360177,,193
2430,Thermopsis,lanceolata,5360203,,193
2431,Thermopsis,mongolica,5360251,,193
2432,Thinicola,incana,3965868,,193
2433,Trollius,europaeus,3033289,,118
2434,Ulex,europaeus,2951984,,193
2435,Ulex,parviflorus,2952000,,193
2436,Achillea,fragrantissima,3120394,,423
2437,Acrisione,denticulata,3117397,,423
2438,Leuzea,repens,10676000,Acroptilon repens,423
2439,Agave,tequilana,2766899,,64
2440,Volutaria,muricata,5385959,Amberboa muricata,423
2441,Anacyclus,monanthos,3148584,,423
2442,Anvillea,garcinii,3090895,,423
2443,Archidendron,ellipticum,8638856,,193
2444,Aucklandia,lappa,5403189,,423
2445,Berberis,orthobotrys,7300242,,112
2446,Blumea,eriantha,5395738,,423
2447,Brachylaena,huillensis,3140984,,423
2448,Bulbinella,floribunda,2779477,,65
2449,Calicotome,villosa,2956364,Calycotome villosa,193
2450,Caryocar,villosum,3826009,,157
2451,Ceanothus,papillosus,3039343,,203
2452,Centaurea,behen,3128193,,423
2453,Centaurea,deflexa,3127854,,423
2454,Centaurea,hermannii,3128346,,423
2455,Centaurea,kotschyi,3128685,,423
2456,Centaurea,macrocephala,3129064,,423
2457,Centaurea,melitensis,3128091,,423
2458,Centaurea,solstitialis,3128888,,423
2459,Centaurea,thracica,3127745,,423
2460,Centaurothamnus,maximus,3126503,,423
2461,Cheirolophus,canariensis,3097058,,423
2462,Cheirolophus,junonianus,3097051,,423
2463,Cheirolophus,mauritanicus,3097053,,423
2464,Cheirolophus,sempervirens,3097075,,423
2465,Cheirolophus,teydis,3097045,,423
2466,Cheirolophus,uliginosus,3097094,,423
2467,Cipadessa,baccifera,3851819,Cipadessa fruticosa,255
2468,Heptaptera,triquetra,3630821,Colladonia triquetra,439
2469,Cousinia,adenosticta,3101922,,423
2470,Cousinia,piptocephala,3102690,,423
2471,Cucurbita,moschata,7393329,,219
2472,Cynara,humilis,3112374,,423
2473,Cynara,scolymus,3112361,,423
2474,Dalbergia,ecastaphyllum,2968593,,193
2475,Distephanus,glutinosus,5400038,,423
2476,Euonymus,laxiflorus,8394214,,144
2477,Garcinia,pedunculata,3713251,,160
2478,Glochidion,philippicum,3080502,,181
2479,Jurinea,deltoidea,11251124,Himalaiella deltoidea,423
2480,Ilex,brevicuspis,5533776,,416
2481,Catunaregam,nilotica,2910914,Lachnosiphonium niloticum,381
2482,Lemna,minor,2867589,,32
2483,Leuzea,carthamoides,3125419,,423
2484,Leuzea,rhapontica,6064904,,423
2485,Leuzea,exaltata,3142180,Leuzea rhaponticoides,423
2486,Myoporum,platycarpum,7335215,,411
2487,Oligochaeta,divaricata,5401804,,423
2488,Palaquium,canaliculatum,2886709,,364
2489,Phlojodicarpus,sibiricus,6027150,,439
2490,Phlojodicarpus,villosus,5831982,,439
2491,Physalis,sordida,5581047,,388
2492,Zygia,racemosa,5580471,Pithecellobium racemosum,193
2493,Pleiotaxis,rugosa,3092639,,423
2494,Psephellus,carthalinicus,3137852,,423
2495,Psephellus,colchicus,3137811,,423
2496,Psephellus,daghestanicus,3137897,,423
2497,Psephellus,dealbatus,3137829,,423
2498,Psephellus,declinatus,3137859,,423
2499,Psephellus,hypoleucus,3137901,,423
2500,Psephellus,karabaghensis,3137885,,423
2501,Psephellus,leucophyllus,3137937,,423
2502,Psephellus,nogmovii,8074891,,423
2503,Psephellus,somcheticus,3137982,,423
2504,Psephellus,zangezuri,3137864,,423
2505,Psorothamnus,spinosus,2940449,,193
2506,Leuzea,altaica,3142193,Rhaponticum serratuloides,423
2507,Sanicula,epipactis,3639337,,439
2508,Saussurea,amara,5404313,,423
2509,Saussurea,amurensis,5404269,,423
2510,Saussurea,brunneopilosa,5404319,,423
2511,Jurinea,heteromalla,11245584,Saussurea candicans,423
2512,Saussurea,lipschitzii,5404477,,423
2513,Saussurea,pulchella,5404202,,423
2514,Saussurea,salicifolia,5404376,,423
2515,Scopolia,carniolica,5341850,Scopolia atropoides,388
2516,Scorzonera,radiata,3111006,,423
2517,Senecio,heliopsis,3108345,,423
2518,Solidago,petiolaris,5389089,,423
2519,Trachelospermum,asiaticum,7317060,,376
2520,Tricholepis,glaberrima,5391135,,423
2521,Volutaria,crupinoides,5385946,,423
2522,Volutaria,tubuliflora,5385952,,423
2523,Zaluzania,grayana,3101712,,423
2524,Zanthoxylum,rhoifolium,7269222,Zanthoxylum acutifolium,257
2525,Abutilon,theophrasti,3152614,,265
2526,Acacia,adunca,2980910,,193
2527,Acer,saccharinum,3189837,,258
2528,Achyranthes,aspera,3085168,,306
2529,Aglaia,rubiginosa,5598019,Aglaia ignea,255
2530,Allium,cepa,2857697,,63
2531,Allium,sativum,2856681,,63
2532,Aloe,africana,2777855,,65
2533,Aloe,ferox,2777789,,65
2534,Aloe,spicata,2777273,,65
2535,Aloe,vera,2777724,,65
2536,Alstonia,spatulata,5535557,Alstonia spathulata,376
2537,Althaea,armeniaca,3933860,,265
2538,Althaea,cannabina,3152519,,265
2539,Althaea,officinalis,3152520,,265
2540,Amsinckia,tessellata,2925877,,382
2541,Eriocapitella,tomentosa,9675867,Anemone tomentosa,118
2542,Annona,cornifolia,5407298,,15
2543,Vincetoxicum,scandens,5525327,Antitoxicum scanden,376
2544,Arachis,hypogaea,5353770,,193
2545,Astragalus,sempervirens,5344344,,193
2546,Aucuba,chinensis,3033094,,375
2547,Avena,sativa,2705290,,102
2548,Betula,pubescens,9118014,,207
2549,Bishovia,boliviensis,3088428,,423
2550,Bistorta,vivipara,2889299,,333
2551,Brassica,carinata,3042925,,273
2552,Brassica,juncea,3042751,,273
2553,Brickellia,vernicosa,5388376,,423
2554,Calligonum,leucocladum,6391706,,333
2555,Calostephane,divaricata,3139798,,423
2556,Caragana,aurantiaca,2943255,,193
2557,Jacaratia,spinosa,7269688,Carica dodecaphylla,276
2558,Cedronella,canariensis,2926887,,396
2559,Psephellus,huber-morathii,3137922,Centaurea huber-morathii,423
2560,Pseudocydonia,sinensis,3000699,Chaenomeles sinensis,204
2561,Chrysosplenium,americanum,5371611,,142
2562,Cocos,nucifera,2735117,,79
2563,Coffea,canephora,2895528,,381
2564,Echeveria,secunda,7334137,Cotyledon secunda,132
2565,Crocus,minimus,8420531,,72
2566,Cucurbita,maxima,2874515,,219
2567,Cucurbita,pepo,2874508,,219
2568,Cunonia,macrophylla,5535279,,149
2569,Curculigo,pilosa,2853006,,71
2570,Cynanchum,thesioides,7311961,,376
2571,Cynometra,lujae,2966865,,193
2572,Dasiphora,fruticosa,5370380,,204
2573,Delphinium,crassifolium,3921933,,118
2574,Descurainia,sophia,3044318,,273
2575,Entada,rheedei,2976236,,193
2576,Erica,australis,5682851,,355
2577,Eritrichium,sericeum,8548649,,382
2578,Ageratina,areolaris,5400214,Eupatorium areolare,423
2579,Eutrema,japonicum,5375216,,273
2580,Fagopyrum,esculentum,2889373,,333
2581,Fallopia,convolvulus,6391461,,333
2582,Filicium,decipiens,3189977,,258
2583,Glechoma,hederacea,2926557,,396
2584,Gleditsia,caspica,2959487,,193
2585,Goniothalamus,malayanus,3154623,,15
2586,Haplophyllum,ramosissimum,5593110,,257
2587,Hedysarum,inundatum,2960967,Hedysarum connatum,193
2588,Pappobolus,microphyllus,3093675,Helianthopsis microphylla,423
2589,Helianthus,annuus,9206251,,423
2590,Helichrysum,mixtum,8264994,,423
2591,Rhodanthe,chlorocephala,4207886,Helipterum roseum,423
2592,Hordeum,vulgare,2706056,,102
2593,Hypericum,laricifolium,7329877,,170
2594,Ipomoea,digitata,8249252,,385
2595,Isatis,quadrialata,7711892,,273
2596,Juglans,regia,3054368,,210
2597,Salsola,kali,3083957,Kali turgidum,306
2598,Lactuca,sativa,7403263,,423
2599,Lepidium,apetalum,5376835,,273
2600,Lepidium,sativum,5376565,,273
2601,Limoniastrum,guyonianum,4089761,,332
2602,Linum,usitatissimum,2873861,,174
2603,Lithospermum,erythrorhizon,2926087,,382
2604,Lysiana,subfalcata,7287993,,294
2605,Lysimachia,mauritiana,3169368,,362
2606,Macaranga,peltata,3074300,,166
2607,Malus,domestica,3001244,,204
2608,Marrubium,anisodon,3887893,,396
2609,Matthiola,incana,5377378,,273
2610,Menyanthes,trifoliata,5341511,,428
2611,Naucleopsis,ternstroemiiflora,3767003,,202
2612,Onobrychis,kachetica,2972605,,193
2613,Osteospermum,muricatum,3093559,,423
2614,Paeonia,rockii,8420911,,139
2615,Peltostigma,guatemalense,3834196,,257
2616,Peperomia,vulcanica,4188553,,13
2617,Persicaria,amphibia,6391648,,333
2618,Persicaria,hydropiperoides,2889340,,333
2619,Persicaria,mitis,7804549,,333
2620,Phlogacanthus,tubiflorus,3775553,,390
2621,Ocotea,pittieri,4176657,Phoebe pittieri,25
2622,Physalis,peruviana,5341784,Physalis edulis,388
2623,Platycarya,strobilacea,7148630,,210
2624,Poa,huecu,4144503,,102
2625,Polygonum,aviculare,7821030,,333
2626,Posidonia,oceanica,5328663,,38
2627,Premna,odorata,2925346,,396
2628,Premna,tomentosa,7657266,,396
2629,Prunus,avium,3020791,,204
2630,Prunus,cerasus,3021922,,204
2631,Pterocarpus,santalinus,5708628,,193
2632,Pterogyne,nitens,5352650,,193
2633,Pyrus,communis,5362573,,204
2634,Raphanus,sativus,7678610,,273
2635,Rauvolfia,vomitoria,3169770,,376
2636,Leuzea,carthamoides,9713621,Rhaponticum carthamoides,423
2637,Rheum,rhabarbarum,2888867,,333
2638,Rumex,maritimus,2888980,,333
2639,Sabia,japonica,7842442,,122
2640,Sagittaria,sagittifolia,5328882,,30
2641,Secale,cereale,2705966,,102
2642,Secamone,afzelii,3579444,,376
2643,Securidaca,longepedunculata,5658133,,195
2644,Sida,acuta,3933670,,265
2645,Sideritis,euboea,3891417,,396
2646,Sinapis,alba,3047621,,273
2647,Sisyrinchium,californicum,5296218,,72
2648,Solanum,laxum,2931714,,388
2649,Solanum,lycopersicum,2930137,,388
2650,Solanum,tuberosum,2930262,,388
2651,Sorbus,tianschanica,3012338,,204
2652,Stephania,elegans,5592894,,116
2653,Swertia,franchetiana,5596171,,379
2654,Swertia,swertopsis,5595363,,379
2655,Triticum,aestivum,7795888,,102
2656,Triticum,durum,12225945,,102
2657,Triticum,turgidum,2706406,,102
2658,Urtica,dioica,7960979,,206
2659,Utricularia,australis,7297904,,398
2660,Vaccinium,macrocarpon,2882841,,355
2661,Vaccinium,oxycoccos,2882940,,355
2662,Vepris,heterophylla,3834432,,257
2663,Vigna,angularis,2982508,,193
2664,Vigna,umbellata,2982753,,193
2665,Aldama,incana,9253920,Viguiera incana,423
2666,Vincetoxicum,mongolicum,5525503,,376
2667,Virgilia,divaricata,5350552,,193
2668,Waltheria,indica,5406665,Waltheria americana,265
2669,Wikstroemia,retusa,5524292,,270
2670,Arctotis,fastuosa,5406147,,423
2671,Acacia,auriculiformis,2981001,,193
2672,Adenanthera,pavonina,2951846,,193
2673,Agave,decipiens,2766926,,64
2674,Allamanda,cathartica,3169836,,376
2675,Allium,ampeloprasum,2856037,,63
2676,Allium,tuberosum,2856297,,63
2677,Anisomeles,indica,3884461,,396
2678,Annona,squamosa,5407099,,15
2679,Aquilaria,malaccensis,5524063,,270
2680,Arisaema,tortuosum,2867254,,32
2681,Azima,tetracantha,3796625,,287
2682,Ballota,lanata,9143250,,396
2683,Bidens,pilosa,5391845,,423
2684,Boerhavia,diffusa,3086282,,329
2685,Bredemeyera,brevifolia,4050274,,195
2686,Butea,monosperma,8234570,,193
2687,Calodendrum,capense,4937111,,257
2688,Calophyllum,calaba,5421070,,156
2689,Calophyllum,inophyllum,9531830,,156
2690,Canavalia,ensiformis,7799711,,193
2691,Castanea,mollissima,5333237,,209
2692,Cecropia,glaziovii,7512929,,206
2693,Cicuta,virosa,5371864,,439
2694,Cinnamomum,kotoense,4182883,,25
2695,Citrullus,lanatus,2874621,,219
2696,Clitoria,ternatea,2946519,Clitoria ternata,193
2697,Cnidium,monnieri,3034720,,439
2698,Cocculus,pendulus,3830806,Cocculus leaeba,116
2699,Codiaeum,variegatum,3071476,,166
2700,Cressa,cretica,7324452,,385
2701,Croton,cajucara,3060105,,166
2702,Cryptolepis,buchananii,5525050,,376
2703,Cucumis,melo,6422786,Cucumis callosus,219
2704,Cyclocarya,paliurus,7310524,,210
2705,Calamus,draco,5293618,Daemonorops draco,79
2706,Deguelia,densiflora,7630268,Derris glabrescens,193
2707,Derris,reticulata,5350287,,193
2708,Dicliptera,roxburghiana,8121798,,390
2709,Dipteryx,lacunifera,2947135,,193
2710,Lablab,purpureus,7224611,Dolichos lablab,193
2711,Eleutherococcus,senticosus,3035369,,441
2712,Endosamara,racemosa,2951830,,193
2713,Eria,linearifolia,2815301,,75
2714,Eruca,vesicaria,5375920,Eruca vesicaria subsp. Sativa,273
2715,Erythroxylum,monogynum,3694251,,165
2716,Eucalyptus,ovata,3177130,,235
2717,Excoecaria,acerifolia,3071728,,166
2718,Fibraurea,recisa,5592701,,116
2719,Garcinia,lancilimba,3714056,,160
2720,Garrya,laurifolia,3033026,,375
2721,Gentiana,arisanensis,3843579,,379
2722,Gossypium,barbadense,3152666,,265
2723,Goupia,glabra,3760960,,168
2724,Syncarpha,gnaphaloides,3149758,Helipterum gnaphaloides,423
2725,Hibiscus,cannabinus,3152547,,265
2726,Hippomane,mancinella,3063705,,166
2727,Hypericum,ericoides,8410451,,170
2728,Hypericum,maculatum,6437017,,170
2729,Hypericum,olympicum,8021567,,170
2730,Hypericum,perfoliatum,7678225,,170
2731,Hypericum,tomentosum,8204291,,170
2732,Hyphear,tanakae,4000777,,294
2733,Iris,missouriensis,5298923,,72
2734,Jagera,pseudorhus,7264892,,258
2735,Justicia,flava,7494800,,390
2736,Laggera,alata,3098702,,423
2737,Lilium,longiflorum,2753336,,57
2738,Linum,catharticum,2873865,,174
2739,Lithodora,fruticosa,5661164,,382
2740,Madhuca,longifolia,2883346,,364
2741,Mandragora,officinarum,5341748,Mandragora autumnalis,388
2742,Gongronemopsis,tenacissima,12227408,Marsdenia tenacissima,376
2743,Medinilla,magnifica,3188507,,234
2744,Mesua,ferrea,7330039,,156
2745,Kayea,myrtifolia,3714305,Mesua myrtifolia,156
2746,Micromeria,douglasii,5606562,,396
2747,Mimusops,elengi,2883768,,364
2748,Myristica,gigantea,5564829,,19
2749,Neolitsea,daibuensis,4180013,,25
2750,Nothofagus,pumilio,2874907,,212
2751,Onobrychis,bobrovii,2972692,,193
2752,Papaver,persicum,7393232,,117
2753,Parkia,biglobosa,5348812,Parkia clappertoniana,193
2754,Pilocarpus,racemosus,3837204,Pilocarpus goudotianus,257
2755,Piptostigma,fugax,3155014,,15
2756,Pithecellobium,dulce,2962831,,193
2757,Planchonella,anteridifera,5334011,,364
2758,Polygala,cyparissias,7293516,,195
2759,Pongamia,pinnata,2965911,,193
2760,Portulaca,oleracea,3084719,,334
2761,Proiphys,amboinensis,2858034,,63
2762,Prunus,africana,3022853,,204
2763,Psophocarpus,tetragonolobus,2944683,,193
2764,Cullen,corylifolium,2948930,Psoralea corylifolia,193
2765,Ranunculus,ternatus,3923071,,118
2766,Rhizophora,apiculata,3086526,,186
2767,Rohdea,fargesii,11236523,Rohdea chinensis,64
2768,Rubia,wallichiana,2892342,,381
2769,Ruscus,aculeatus,2769766,,64
2770,Samanea,saman,2972960,,193
2771,Scutia,buxifolia,7819318,,203
2772,Senecio,cathcartensis,3107284,,423
2773,Senegalia,catechu,3796190,,193
2774,Sesbania,madagascariensis,2970615,,193
2775,Spathiphyllum,cannifolium,2869701,,32
2776,Sterculia,setigera,5406681,,265
2777,Sterculia,tragacantha,5406677,,265
2778,Tadehagi,triquetrum,2950828,,193
2779,Taraxacum,sinicum,5393992,Taraxacum borealisinense,423
2780,Taraxacum,coreanum,5394353,,423
2781,Taraxacum,officinale,5394163,,423
2782,Tetradenia,fruticosa,5609451,,396
2783,Thalictrum,pedunculatum,3926556,,118
2784,Trachycarpus,fortunei,2739071,,79
2785,Traversia,baccharoides,5393071,,423
2786,Trifolium,pratense,8324121,,193
2787,Trifolium,aureum,5359060,Trifolium strepens,193
2788,Turraea,nilotica,3852889,,255
2789,Tylosema,esculentum,5353681,,193
2790,Vitex,rotundifolia,2925558,,396
2791,Anabasis,brevifolia,5568622,,306
2792,Athroisma,gracile,3130348,,423
2793,Uvaria,angolensis,3154217,,15
2794,Uvaria,leptocladon,3154401,,15
2795,Acanthus,montanus,5573815,,390
2796,Adlumia,fungosa,2888561,,117
2797,Aeglopsis,chevalieri,3835182,,257
2798,Afraegle,paniculata,3835111,,257
2799,Allium,wallichii,2856054,,63
2800,Ambrosia,arborescens,8424273,,423
2801,Ambrosia,polystachya,3110593,,423
2802,Amyris,barbata,5593096,,257
2803,Amyris,lineata,5594928,,257
2804,Amyris,pinnata,5594205,,257
2805,Angelica,capitellata,5537836,,439
2806,Angelica,decurrens,5537807,,439
2807,Halosciastrum,melanotilingia,8120502,Angelica decursiva,439
2808,Angelica,tenuisecta,5540699,Angelica furcijuga,439
2809,Angelica,gmelinii,6026389,,439
2810,Angelica,lucida,5371791,,439
2811,Angelica,polymorpha,6026295,,439
2812,Angelica,saxatilis,7386655,,439
2813,Angelica,sylvestris,5371818,Angelica sylvestris L.,439
2814,Angelica,taiwaniana,5540709,,439
2815,Annona,haematantha,5407118,,15
2816,Antidesma,membranaceum,3076587,,181
2817,Atalantia,ceylanica,5593914,,257
2818,Baccharis,flabellata,3129429,,423
2819,Brachyclados,megalanthus,3097020,,423
2820,Cachrys,sicula,3634425,,439
2821,Changium,smyrnioides,3639987,,439
2822,Cicerbita,alpina,3087634,,423
2823,Cirsium,canum,3113458,,423
2824,Clausena,anisata,11016483,,257
2825,Clausena,lansium,3190413,,257
2826,Colutea,arborescens,7844167,,193
2827,Decatropis,bicolor,3831874,,257
2828,Deverra,tortuosa,6027143,,439
2829,Dinosperma,stipitata,3831263,Dinosperma stipitatum,257
2830,Esenbeckia,grandiflora,7268853,,257
2831,Esenbeckia,berlandieri,7268914,Esenbeckia yaxhoob Lundell,257
2832,Ferula,foetida,7704723,,439
2833,Ferula,mogoltavica,3637447,,439
2834,Ferula,moschata,3637382,,439
2835,Ferula,syreitschikowii,6307758,,439
2836,Garcinia,parvifolia,8397536,,160
2837,Gasteria,obliqua,2778690,Gasteria bicolor,65
2838,Glehnia,littoralis,8404220,,439
2839,Grindelia,integrifolia,3146296,,423
2840,Heracleum,aconitifolium,3630788,,439
2841,Heracleum,asperum,7817453,,439
2842,Tetrataenium,candicans,3635766,Heracleum candicans,439
2843,Tetrataenium,canescens,3635747,Heracleum canescens,439
2844,Heracleum,sphondylium,7224303,Heracleum granatense,439
2845,Heracleum,mantegazzianum,3034825,,439
2846,Heracleum,moellendorffii,6026332,,439
2847,Tetrataenium,pinnatum,3635612,Heracleum pinnatum,439
2848,Heracleum,ponticum,3628653,,439
2849,Heracleum,rapula,3628491,,439
2850,Heracleum,sosnowskyi,3642949,Heracleum sosnowskyi Manden.,439
2851,Heracleum,sphondylium,3034830,,439
2852,Heracleum,woroschilowii,8031191,Heracleum woroschiklowii,439
2853,Hygrophila,auriculata,5415352,Hygrophila spinosa,390
2854,Kniphofia,ensifolia,7228219,Kniphofia tuckii,65
2855,Leiothrix,flavescens,5286527,,97
2856,Leonurus,japonicus,6410563,Leonurus heterophyllus,396
2857,Leptospermum,liversidgei,3181845,,235
2858,Leptothyrsa,sprucei,3835910,,257
2859,Ligusticopsis,multivittata,3637331,Ligusticum multivittatum,439
2860,Magydaris,pastinacea,6026630,,439
2861,Melicope,triphylla,3831206,,257
2862,Metrodorea,flavida,3838109,,257
2863,Metrodorea,nigra,7269604,,257
2864,Opopanax,chironium,6027176,,439
2865,Opuntia,vulgaris,5384067,,312
2866,Orixa,japonica,5594331,,257
2867,Dimorphotheca,ecklonis,5387293,Osteospermum ecklonis,423
2868,Pamburus,missionis,3835700,,257
2869,Peucedanum,austriacum,6026627,Peucedanum austriacum (Jacq.) W. D. J. Koch s.l.,439
2870,Dichoropetalum,carvifolia,3639144,Peucedanum carvifolia Vill.,439
2871,Cervaria,rivini,5540777,Peucedanum cervaria (L.) Lapeyr.,439
2872,Peucedanum,dhana,3631540,,439
2873,Peucedanum,japonicum,8345960,,439
2874,Imperatoria,ostruthium,5538108,Peucedanum ostruthium,439
2875,Thysselinum,palustre,3634395,Peucedanum palustre (L.) Moench,439
2876,Kitagawia,praeruptora,9627874,Peucedanum praeruptorum,439
2877,Xanthoselinum,alsaticum,3639842,Peucedanum venetum (Spreng.) W. D. J. Koch,439
2878,Tommasinia,altissima,3633963,Peucedanum verticillare (L.) Mert. & W. D. J. Koch,439
2879,Phebalium,canaliculatum,3833587,,257
2880,Phebalium,drummondii,3833375,,257
2881,Phebalium,tuberculosum,7268946,,257
2882,Piper,hancei,4187541,,13
2883,Piper,ovatum,7305490,,13
2884,Pterocyclus,rivulorum,5540671,Pleurospermum rivulorum,439
2885,Prangos,bucharica,3630930,,439
2886,Prangos,didyma,3630781,,439
2887,Prangos,ferulacea,3630714,,439
2888,Prangos,uloptera,7883600,Prangos lipskyi,439
2889,Prangos,pabularia,7318371,Prangos lophoptera,439
2890,Prangos,pabularia,6026426,,439
2891,Prangos,platychlaena,7942507,,439
2892,Prangos,trifida,6026408,,439
2893,Prangos,tschimganica,3630157,,439
2894,Ptelea,trifoliata,3190411,Ptelea trifolia,257
2895,Rhadinothamnus,rudis,7269047,,257
2896,Rosa,transmorrisonensis,3002611,,204
2897,Salvia,lasiantha,3898253,,396
2898,Roldana,barba-johannis,3141674,Senecio barba-johannis,423
2899,Seseli,buchtormense,3632042,,439
2900,Seseli,grandivittatum,3631085,,439
2901,Seseli,mucronatum,3630291,,439
2902,Seseli,sibiricum,8406376,,439
2903,Seseli,tortuosum,7904530,,439
2904,Rutheopsis,tortuosa,11899865,Seseli webbii Cosson.,439
2905,Seseli,yunnanense,3628775,,439
2906,Silene,vulgaris,5587240,Silene wallichiana,313
2907,Skimmia,japonica,7740617,,257
2908,Skimmia,laureola,7559774,,257
2909,Solanum,lycocarpum,2930421,,388
2910,Solanum,pseudocapsicum,2931104,,388
2911,Stauranthus,perforatus,3837193,,257
2912,Tephrosia,lupinifolia,5342387,,193
2913,Tephrosia,villosa,5342176,,193
2914,Thalassia,testudinum,5329591,,35
2915,Thamnosma,rhodesica,3835929,,257
2916,Thamnosma,texana,3190416,,257
2917,Tordyliopsis,brunonis,3633689,,439
2918,Torilis,japonica,3034820,,439
2919,Trichocline,caulescens,3125994,,423
2920,Trichocline,sinuata,3125966,,423
2921,Trixis,inula,5398966,,423
2922,Wollastonia,uniflora,9470812,Wedelia forsteriana,423
2923,Zanthoxylum,americanum,3190089,,257
2924,Zanthoxylum,echinocarpum,7268862,,257
2925,Zeravschania,regeliana,5539828,,439
2926,Filifolium,sibiricum,3143098,Artemisia sibirica,423
2927,Buxus,papillosa,3988186,,124
2928,Dalbergia,frutescens,2968824,,193
2929,Eysenhardtia,polystachya,2964737,,193
2930,Millettia,griffoniana,5355825,,193
2931,Millettia,usaramensis,7182667,Millettia usaramensis usaramensis,193
2932,Tephrosia,maxima,5341998,,193
2933,Ageratina,altissima,5400552,,423
2934,Callicarpa,japonica,5341134,,396
2935,Cleistochlamys,kirkii,3154014,,15
2936,Colebrookea,oppositifolia,3884974,Colebrookia oppositifolia,396
2937,Croton,caudatus,3057531,,166
2938,Ficus,altissima,5361907,,202
2939,Kickxia,spuria,3170817,,408
2940,Marrubium,peregrinum,3905970,,396
2941,Marrubium,velutinum,7708269,,396
2942,Erythrina,abyssinica,7659098,,193
2943,Vepris,uguenensis,3833957,,257
2944,Turraea,parvifolia,7672512,,255
2945,Anvillea,garcinii,4239480,Anvillea radiata,423
2946,Cyrtanthus,falcatus,5326032,,63
2947,Erythrina,burttii,5349634,,193
2948,Achillea,alexandri-regis,3120383,,423
2949,Aconitum,koreanum,7669905,,118
2950,Adenostoma,sparsifolium,3030225,,204
2951,Aeschynanthus,bracteatus,6365136,,395
2952,Ageratina,anisochroma,5400434,,423
2953,Aiouea,brenesii,9665460,,25
2954,Aloe,castellorum,2777509,,65
2955,Alpinia,formosana,5302324,,93
2956,Alpinia,tonkinensis,5302151,,93
2957,Anastatica,hierochuntica,3041976,,273
2958,Andrachne,telephioides,3079631,Andrachne rotundifolia,181
2959,Andrographis,paniculata,3173178,,390
2960,Andryala,pinnatifida,3105489,,423
2961,Anigozanthos,preissii,2765869,,82
2962,Aragoa,lucidula,3728464,,408
2963,Aristolochia,littoralis,2873993,Aristolochia elegans,10
2964,Artemisia,judaica,3120789,,423
2965,Artemisia,koidzumii,3121471,,423
2966,Artemisia,pallens,9214325,,423
2967,Astianthus,viminalis,4091338,,391
2968,Balanophora,fungosa,7147896,,293
2969,Wyethia,sagittata,10818007,Balsamorhiza sagittata,423
2970,Bauhinia,glauca,10780611,,193
2971,Betula,pendula,5331916,,207
2972,Bletilla,striata,2808791,,75
2973,Balsamocarpon,brevifolium,2944317,Caesalpinia brevifolia,193
2974,Callicarpa,macrophylla,5609508,,396
2975,Cananga,odorata,5407583,,15
2976,Chaenomeles,speciosa,3000679,,204
2977,Cheniella,glauca,10856210,,193
2978,Chenopodium,album,3083838,,306
2979,Cicer,songaricum,9427800,Cicer songoricum,193
