original_name,gbif_id,gbif_accepted_id,gbif_accepted_name,kingdom,genus,species,gbif_key,family,family_id
Osmanthus × fortunei,3172279,,Osmanthus × fortunei Carrière,Plantae,Osmanthus,Osmanthus fortunei,3172279,Oleaceae,402
Oxera morieri,8123364,,Oxera morierei Vieill.,Plantae,Oxera,Oxera morierei,8123364,Lamiaceae,396
Ozothamnus obcordatus,3112015,,Ozothamnus obcordatus DC.,Plantae,Ozothamnus,Ozothamnus obcordatus,3112015,Asteraceae,423
Paliurus spina-christi,5372457,,Paliurus spina-christi Mill.,Plantae,Paliurus,Paliurus spina-christi,5372457,Rhamnaceae,203
Panzerina lanata,7307640,,Panzerina lanata (L.) Soják,Plantae,Panzerina,Panzerina lanata,7307640,Lamiaceae,396
Paulownia sp.,3170822,,Paulownia Siebold & Zucc.,Plantae,Paulownia,spp.,3170822,Paulowniaceae,405
Pedicularis artselaeri,3726456,,Pedicularis artselaeri Maxim.,Plantae,Pedicularis,Pedicularis artselaeri,3726456,Orobanchaceae,403
Pedicularis condensata,3725264,,Pedicularis condensata M.Bieb.,Plantae,Pedicularis,Pedicularis condensata,3725264,Orobanchaceae,403
Pedicularis densispica,3724780,,Pedicularis densispica Franch. ex Maxim.,Plantae,Pedicularis,Pedicularis densispica,3724780,Orobanchaceae,403
Pedicularis lasiophrys,3741693,,Pedicularis lasiophrys Maxim.,Plantae,Pedicularis,Pedicularis lasiophrys,3741693,Orobanchaceae,403
Pedicularis longiflora,7333286,,Pedicularis longiflora Rudolph,Plantae,Pedicularis,Pedicularis longiflora,7333286,Orobanchaceae,403
Pedicularis nordmanniana,3740715,,Pedicularis nordmanniana Bunge,Plantae,Pedicularis,Pedicularis nordmanniana,3740715,Orobanchaceae,403
Pedicularis rex,7333098,,Pedicularis rex C.B.Clarke ex Maxim.,Plantae,Pedicularis,Pedicularis rex,7333098,Orobanchaceae,403
Pedicularis sibthorpii,7333033,,Pedicularis sibthorpii Boiss.,Plantae,Pedicularis,Pedicularis sibthorpii,7333033,Orobanchaceae,403
Pedicularis spicata,7333007,,Pedicularis spicata Pall.,Plantae,Pedicularis,Pedicularis spicata,7333007,Orobanchaceae,403
Pedicularis striata,3738801,,Pedicularis striata Pall.,Plantae,Pedicularis,Pedicularis striata,3738801,Orobanchaceae,403
Pedicularis torta,3738334,,Pedicularis torta Maxim.,Plantae,Pedicularis,Pedicularis torta,3738334,Orobanchaceae,403
Pedicularis verticillata,3171697,,Pedicularis verticillata L.,Plantae,Pedicularis,Pedicularis verticillata,3171697,Orobanchaceae,403
Pedicularis wilhelmsiana,3737961,,Pedicularis wilhelmsiana Fisch. ex M.Bieb.,Plantae,Pedicularis,Pedicularis wilhelmsiana,3737961,Orobanchaceae,403
Penstemon albidus,3171339,,Penstemon albidus Nutt.,Plantae,Penstemon,Penstemon albidus,3171339,Plantaginaceae,408
Penstemon ambiguus,3171442,,Penstemon ambiguus Torr.,Plantae,Penstemon,Penstemon ambiguus,3171442,Plantaginaceae,408
Penstemon auriberbis,3171565,,Penstemon auriberbis Pennell,Plantae,Penstemon,Penstemon auriberbis,3171565,Plantaginaceae,408
Penstemon crandallii,7957697,,Penstemon crandallii A.Heller,Plantae,Penstemon,Penstemon crandallii,7957697,Plantaginaceae,408
Penstemon cyathophorus,3171450,,Penstemon cyathophorus Rydb.,Plantae,Penstemon,Penstemon cyathophorus,3171450,Plantaginaceae,408
Penstemon gentianoides,3734628,,Penstemon gentianoides (Kunth) Poir.,Plantae,Penstemon,Penstemon gentianoides,3734628,Plantaginaceae,408
Penstemon hirsutus,3171613,,Penstemon hirsutus (L.) Willd.,Plantae,Penstemon,Penstemon hirsutus,3171613,Plantaginaceae,408
Penstemon linarioides,3171477,,Penstemon linarioides A.Gray,Plantae,Penstemon,Penstemon linarioides,3171477,Plantaginaceae,408
Penstemon nitidus,3171434,,Penstemon nitidus Douglas ex Benth.,Plantae,Penstemon,Penstemon nitidus,3171434,Plantaginaceae,408
Penstemon roseus,3730926,,Penstemon roseus (Cerv. ex Sweet) G.Don,Plantae,Penstemon,Penstemon roseus,3730926,Plantaginaceae,408
Penstemon rydbergii,3171536,,Penstemon rydbergii A.Nelson,Plantae,Penstemon,Penstemon rydbergii,3171536,Plantaginaceae,408
Penstemon secundiflorus,3171504,,Penstemon secundiflorus Benth.,Plantae,Penstemon,Penstemon secundiflorus,3171504,Plantaginaceae,408
Peumus boldus,3034108,,Peumus boldus Molina,Plantae,Peumus,Peumus boldus,3034108,Monimiaceae,26
Phillyrea latifolia,7325923,,Phillyrea latifolia L.,Plantae,Phillyrea,Phillyrea latifolia,7325923,Oleaceae,402
Phlomis armeniaca,3888624,,Phlomis armeniaca Willd.,Plantae,Phlomis,Phlomis armeniaca,3888624,Lamiaceae,396
Phlomis aurea,3888595,,Phlomis aurea Decne.,Plantae,Phlomis,Phlomis aurea,3888595,Lamiaceae,396
Phlomis brunneogaleata,3888419,,Phlomis brunneogaleata Hub.-Mor.,Plantae,Phlomis,Phlomis brunneogaleata,3888419,Lamiaceae,396
Phlomis grandiflora,7307247,,Phlomis grandiflora H.S.Thomps.,Plantae,Phlomis,Phlomis grandiflora,7307247,Lamiaceae,396
Phlomis herba-venti,7307235,,Phlomis herba-venti L.,Plantae,Phlomis,Phlomis herba-venti,7307235,Lamiaceae,396
Phlomis samia,3886466,,Phlomis samia L.,Plantae,Phlomis,Phlomis samia,3886466,Lamiaceae,396
Phlomoides tuberosa,3884879,,Phlomoides tuberosa (L.) Moench,Plantae,Phlomoides,Phlomoides tuberosa,3884879,Lamiaceae,396
Phtheirospermum japonicum,3727799,,Phtheirospermum japonicum (Thunb.) Kanitz,Plantae,Phtheirospermum,Phtheirospermum japonicum,3727799,Orobanchaceae,403
Phyla nodiflora minor,7455425,,Phyla nodiflora var. minor (Gillies & Hook.) N.O'Leary & Múlgura,Plantae,Phyla,Phyla nodiflora,7455425,Verbenaceae,415
Pinguicula moranensis,7297919,,Pinguicula moranensis Kunth,Plantae,Pinguicula,Pinguicula moranensis,7297919,Lentibulariaceae,398
Plantago afra,7303104,,Plantago afra L.,Plantae,Plantago,Plantago afra,7303104,Plantaginaceae,408
Plantago alpina,7303060,,Plantago alpina L.,Plantae,Plantago,Plantago alpina,7303060,Plantaginaceae,408
Plantago altissima,3189738,,Plantago altissima L.,Plantae,Plantago,Plantago altissima,3189738,Plantaginaceae,408
Plantago arborescens,7303029,,Plantago arborescens (Mirb.) Poir.,Plantae,Plantago,Plantago arborescens,7303029,Plantaginaceae,408
Plantago atrata,8083357,,Plantago atrata Hoppe,Plantae,Plantago,Plantago atrata,8083357,Plantaginaceae,408
Plantago australis,3189718,,Plantago australis Lam.,Plantae,Plantago,Plantago australis,3189718,Plantaginaceae,408
Plantago bellardii,4156114,,Plantago bellardii All.,Plantae,Plantago,Plantago bellardii,4156114,Plantaginaceae,408
Plantago coronopus,3189739,,Plantago coronopus L.,Plantae,Plantago,Plantago coronopus,3189739,Plantaginaceae,408
Plantago crassifolia,7989044,,Plantago crassifolia Forssk.,Plantae,Plantago,Plantago crassifolia,7989044,Plantaginaceae,408
Plantago cretica,4156116,,Plantago cretica L.,Plantae,Plantago,Plantago cretica,4156116,Plantaginaceae,408
Plantago lagopus,8022932,,Plantago lagopus L.,Plantae,Plantago,Plantago lagopus,8022932,Plantaginaceae,408
Plantago myosuros,7303024,,Plantago myosuros Lam.,Plantae,Plantago,Plantago myosuros,7303024,Plantaginaceae,408
Plantago nivalis,7836192,,Plantago nivalis Boiss.,Plantae,Plantago,Plantago nivalis,7836192,Plantaginaceae,408
Plantago patagonica,3189704,,Plantago patagonica Jacq.,Plantae,Plantago,Plantago patagonica,3189704,Plantaginaceae,408
Plantago raoulii,4155299,,Plantago raoulii Decne.,Plantae,Plantago,Plantago raoulii,4155299,Plantaginaceae,408
Plantago reniformis,4156504,,Plantago reniformis Beck,Plantae,Plantago,Plantago reniformis,4156504,Plantaginaceae,408
Plantago sempervirens,7303117,,Plantago sempervirens Crantz,Plantae,Plantago,Plantago sempervirens,7303117,Plantaginaceae,408
Plantago serraria,4155863,,Plantago serraria L.,Plantae,Plantago,Plantago serraria,4155863,Plantaginaceae,408
Plantago subspathulata,4155439,,Plantago subspathulata Pilg.,Plantae,Plantago,Plantago subspathulata,4155439,Plantaginaceae,408
Plantago subulata,8067043,,Plantago subulata L.,Plantae,Plantago,Plantago subulata,8067043,Plantaginaceae,408
Plantago unibracteata,4155890,,Plantago unibracteata Rahn,Plantae,Plantago,Plantago unibracteata,4155890,Plantaginaceae,408
Plantago webbii,4155514,,Plantago webbii Barnéoud,Plantae,Plantago,Plantago webbii,4155514,Plantaginaceae,408
Plectranthus lanuginosus,3903769,8424843.0,Plectranthus lanuginosus (Hochst. ex Benth.) Agnew,Plantae,Coleus,Coleus lanuginosus,8424843,Lamiaceae,396
Plectranthus parviflorus,8007957,,"Plectranthus parviflorus Henckel, 1806",Plantae,Plectranthus,Plectranthus parviflorus,8007957,Lamiaceae,396
Polygonatum stenophyllum,2770000,,Polygonatum stenophyllum Maxim.,Plantae,Polygonatum,Polygonatum stenophyllum,2770000,Asparagaceae,64
Premna corymbosa,7713954,,Premna corymbosa Rottler,Plantae,Premna,Premna corymbosa,7713954,Lamiaceae,396
Prostanthera melissifolia,7308198,,Prostanthera melissifolia F.Muell.,Plantae,Prostanthera,Prostanthera melissifolia,7308198,Lamiaceae,396
Pseudoxandra cuspidata,3158203,,Pseudoxandra cuspidata Maas,Plantae,Pseudoxandra,Pseudoxandra cuspidata,3158203,Annonaceae,15
Psydrax livida,2893112,,Psydrax lividus (Hiern) Bridson,Plantae,Psydrax,Psydrax lividus,2893112,Rubiaceae,381
Quercus pedunculata,7576075,,"Quercus pedunculata Nee ex A.DC., 1864",Plantae,Quercus,Quercus pedunculata,7576075,Fagaceae,209
Recordia reitzii,7350939,,Recordia reitzii (Moldenke) Thode & O'Leary,Plantae,Recordia,Recordia reitzii,7350939,Verbenaceae,415
Retzia capensis,5611068,,Retzia capensis Thunb.,Plantae,Retzia,Retzia capensis,5611068,Stilbaceae,412
Rhodanthe maryonii,3137684,,Rhodanthe maryonii (S.Moore) Paul G.Wilson,Plantae,Rhodanthe,Rhodanthe maryonii,3137684,Asteraceae,423
Rhododendron campylocarpum,7327914,,Rhododendron campylocarpum Hook.fil.,Plantae,Rhododendron,Rhododendron campylocarpum,7327914,Ericaceae,355
Rhytidophyllum onacaense,5590617,,Rhytidophyllum onacaense (Rusby) L.E.Skog,Plantae,Rhytidophyllum,Rhytidophyllum onacaense,5590617,Gesneriaceae,395
Rollinia dolabripetala,3158499,5407565.0,Rollinia dolabripetala (Raddi) R.E.Fr.,Plantae,Annona,Annona dolabripetala,5407565,Annonaceae,15
Rosa rugosa,3003979,,Rosa rugosa Thunb.,Plantae,Rosa,Rosa rugosa,3003979,Rosaceae,204
Ruellia patula,5573538,,Ruellia patula Jacq.,Plantae,Ruellia,Ruellia patula,5573538,Acanthaceae,390
Rzedowskia tolantonguensis,10917999,,Rzedowskia tolantonguensis Medrano,Plantae,Rzedowskia,Rzedowskia tolantonguensis,10917999,Celastraceae,144
Salsola foetida,7551811,,Salsola foetida Delile,Plantae,Salsola,Salsola foetida,7551811,Amaranthaceae,306
Salvia ballotiflora,2927043,,Salvia ballotiflora Benth.,Plantae,Salvia,Salvia ballotiflora,2927043,Lamiaceae,396
Salvia recognita,3889886,,Salvia recognita Fisch. & C.A.Mey.,Plantae,Salvia,Salvia recognita,3889886,Lamiaceae,396
Samuela carnerosana,5304422,2775604.0,Samuela carnerosana Trel.,Plantae,Yucca,Yucca carnerosana,2775604,Asparagaceae,64
Santisukia kerrii,4091165,,Santisukia kerrii (Barnett & Sandwith) Brummitt,Plantae,Santisukia,Santisukia kerrii,4091165,Bignoniaceae,391
Scabiosa comosa,7301113,,Scabiosa comosa Fisch. ex Roem. & Schult.,Plantae,Scabiosa,Scabiosa comosa,7301113,Caprifoliaceae,438
Scrophularia cryptophila,7934337,,Scrophularia cryptophila Boiss. & Heldr.,Plantae,Scrophularia,Scrophularia cryptophila,7934337,Scrophulariaceae,411
Scrophularia scopolii,8345868,,Scrophularia scopolii Hoppe,Plantae,Scrophularia,Scrophularia scopolii,8345868,Scrophulariaceae,411
Scrophularia scorodonia,7477038,,Scrophularia scorodonia L.,Plantae,Scrophularia,Scrophularia scorodonia,7477038,Scrophulariaceae,411
Scutellaria orientalis,7308451,,Scutellaria orientalis L.,Plantae,Scutellaria,Scutellaria orientalis,7308451,Lamiaceae,396
Scutellaria pekinensis var. pekinensis,7308362,,Scutellaria pekinensis var. pekinensis,Plantae,Scutellaria,Scutellaria pekinensis,7308362,Lamiaceae,396
Scutellaria prostrata,5608452,,Scutellaria prostrata Jacquem. ex Benth.,Plantae,Scutellaria,Scutellaria prostrata,5608452,Lamiaceae,396
Scutellaria repens,5608396,,Scutellaria repens Buch.-Ham. ex D.Don,Plantae,Scutellaria,Scutellaria repens,5608396,Lamiaceae,396
Scutellaria salviifolia,8199730,,Scutellaria salviifolia Benth.,Plantae,Scutellaria,Scutellaria salviifolia,8199730,Lamiaceae,396
Senecio ilicifolius,7440636,,Senecio ilicifolius Thunb.,Plantae,Senecio,Senecio ilicifolius,7440636,Asteraceae,423
Senecio magnificus,3108557,,Senecio magnificus F.Muell.,Plantae,Senecio,Senecio magnificus,3108557,Asteraceae,423
Sesamum angolense,3585206,,Sesamum angolense Welw.,Plantae,Sesamum,Sesamum angolense,3585206,Pedaliaceae,406
Sideritis ozturkii,3889525,,Sideritis ozturkii Aytaç & Aksoy,Plantae,Sideritis,Sideritis ozturkii,3889525,Lamiaceae,396
Solanum dasyphyllum,2929147,,Solanum dasyphyllum Schumach. & Thonn.,Plantae,Solanum,Solanum dasyphyllum,2929147,Solanaceae,388
Spergula japonica,3813895,,"Spergula japonica Sw. ex Steud., 1821",Plantae,Spergula,Spergula japonica,3813895,Caryophyllaceae,313
Stachys albens,2927234,,Stachys albens A.Gray,Plantae,Stachys,Stachys albens,2927234,Lamiaceae,396
Stachys byzantina,2927230,,Stachys byzantina K.Koch,Plantae,Stachys,Stachys byzantina,2927230,Lamiaceae,396
Stachys lavandulifolia,7306428,,Stachys lavandulifolia Vahl,Plantae,Stachys,Stachys lavandulifolia,7306428,Lamiaceae,396
Stachys officinalis,7777194,,"Stachys officinalis (L.) Franch., 1885",Plantae,Stachys,Stachys officinalis,7777194,Lamiaceae,396
Stachys palaestina,3905206,,Stachys palaestina L.,Plantae,Stachys,Stachys palaestina,3905206,Lamiaceae,396
Stachys riederi,7463009,,Stachys riederi Cham.,Plantae,Stachys,Stachys riederi,7463009,Lamiaceae,396
Stachys rigida,2927236,,Stachys rigida Nutt. ex Benth.,Plantae,Stachys,Stachys rigida,2927236,Lamiaceae,396
Stachys schtschegleevii,3903670,3882270.0,Stachys schtschegleevii Sosn. ex Grossh.,Plantae,Stachys,Stachys inflata,3882270,Lamiaceae,396
Stephania aculeata,5592617,,Stephania aculeata F.M.Bailey,Plantae,Stephania,Stephania aculeata,5592617,Menispermaceae,116
Strobilanthes,6359394,,Strobilanthes Blume,Plantae,Strobilanthes,spp.,6359394,Acanthaceae,390
Sutherlandia frutescens,5358193,5633333.0,Sutherlandia frutescens (L.) R.Br.,Plantae,Lessertia,Lessertia frutescens,5633333,Fabaceae,193
Swartzia langsdorffii,5351887,,Swartzia langsdorffii Raddi,Plantae,Swartzia,Swartzia langsdorffii,5351887,Fabaceae,193
Syringa josikaea,7636833,,Syringa josikaea J.Jacq. ex Rchb.,Plantae,Syringa,Syringa josikaea,7636833,Oleaceae,402
Syringa reticulata,5415038,,Syringa reticulata (Blume) H.Hara,Plantae,Syringa,Syringa reticulata,5415038,Oleaceae,402
Syringa vulgaris,5415039,,Syringa vulgaris L.,Plantae,Syringa,Syringa vulgaris,5415039,Oleaceae,402
Syringa yunnanensis,5549578,5549591.0,Syringa yunnanensis Franch.,Plantae,Syringa,Syringa tomentella,5549591,Oleaceae,402
Tecoma fulva,7298537,,Tecoma fulva (Cav.) G.Don,Plantae,Tecoma,Tecoma fulva,7298537,Bignoniaceae,391
Tecoma stans var. sambucifolia,4094465,,Tecoma stans var. sambucifolia (Kunth) J.R.I.Wood,Plantae,Tecoma,Tecoma stans,4094465,Bignoniaceae,391
Tecoma stans var. velutina,4094454,,Tecoma stans var. velutina DC.,Plantae,Tecoma,Tecoma stans,4094454,Bignoniaceae,391
Tetrachondra hamiltonii,7658296,,Tetrachondra hamiltonii Petrie ex Oliv.,Plantae,Tetrachondra,Tetrachondra hamiltonii,7658296,Tetrachondraceae,413
Teucrium lanigerum,7308375,,Teucrium lanigerum Lag.,Plantae,Teucrium,Teucrium lanigerum,7308375,Lamiaceae,396
Trillium erectum,2742342,,Trillium erectum L.,Plantae,Trillium,Trillium erectum,2742342,Melanthiaceae,58
Tynanthus panurensis,4093064,,Tynanthus panurensis (Bureau) Sandwith,Plantae,Tynanthus,Tynanthus panurensis,4093064,Bignoniaceae,391
Verbascum macrurum,3737947,,Verbascum macrurum Ten.,Plantae,Verbascum,Verbascum macrurum,3737947,Scrophulariaceae,411
Verbascum phlomoides,3171948,,Verbascum phlomoides L.,Plantae,Verbascum,Verbascum phlomoides,3171948,Scrophulariaceae,411
Verbascum pseudonobile,3736840,,Verbascum pseudonobile Stoj. & Stef.,Plantae,Verbascum,Verbascum pseudonobile,3736840,Scrophulariaceae,411
Verbascum spinosum,3735884,,Verbascum spinosum L.,Plantae,Verbascum,Verbascum spinosum,3735884,Scrophulariaceae,411
Verbascum undulatum,7914708,,Verbascum undulatum Lam.,Plantae,Verbascum,Verbascum undulatum,7914708,Scrophulariaceae,411
Verbascum wiedemannianum,3738718,,Verbascum wiedemannianum Fisch. & C.A.Mey.,Plantae,Verbascum,Verbascum wiedemannianum,3738718,Scrophulariaceae,411
Verbena brasiliensis,2925518,,Verbena brasiliensis Vell.,Plantae,Verbena,Verbena brasiliensis,2925518,Verbenaceae,415
Verbena litoralis,2925494,,Verbena litoralis Kunth,Plantae,Verbena,Verbena litoralis,2925494,Verbenaceae,415
Verbena officinalis,2925529,,Verbena officinalis L.,Plantae,Verbena,Verbena officinalis,2925529,Verbenaceae,415
Verbena sp.,2925470,,Verbena L.,Plantae,Verbena,spp.,2925470,Verbenaceae,415
Veronica austriaca,3172099,,Veronica austriaca L.,Plantae,Veronica,Veronica austriaca,3172099,Plantaginaceae,408
Veronica persica,3172077,,Veronica persica Poir.,Plantae,Veronica,Veronica persica,3172077,Plantaginaceae,408
Xylosalsola arbuscula,3760150,,Xylosalsola arbuscula (Pall.) Tzvelev,Plantae,Xylosalsola,Xylosalsola arbuscula,3760150,Amaranthaceae,306
Asystasia gangetica,3173254,,Asystasia gangetica (L.) T.Anderson,Plantae,Asystasia,Asystasia gangetica,3173254,Acanthaceae,390
Chrysosplenium grayanum,5567424,,Chrysosplenium grayanum Maxim.,Plantae,Chrysosplenium,Chrysosplenium grayanum,5567424,Saxifragaceae,142
Epilobium hirsutum,3189172,,Epilobium hirsutum L.,Plantae,Epilobium,Epilobium hirsutum,3189172,Onagraceae,236
Tagetes erecta,3088488,,Tagetes erecta L.,Plantae,Tagetes,Tagetes erecta,3088488,Asteraceae,423
Foveolina dichotoma,3121745,,Foveolina dichotoma (DC.) Källersjö,Plantae,Foveolina,Foveolina dichotoma,3121745,Asteraceae,423
Bothriospermum secundum,4063492,,Bothriospermum secundum Maxim.,Plantae,Bothriospermum,Bothriospermum secundum,4063492,Boraginaceae,382
Bowdichia nitida,2975478,,Bowdichia nitida Spruce ex Benth.,Plantae,Bowdichia,Bowdichia nitida,2975478,Fabaceae,193
Caryocar glabrum,3826026,,Caryocar glabrum (Aubl.) Pers.,Plantae,Caryocar,Caryocar glabrum,3826026,Caryocaraceae,157
Elaeagnus umbellata,3039267,,Elaeagnus umbellata Thunb.,Plantae,Elaeagnus,Elaeagnus umbellata,3039267,Elaeagnaceae,201
Gaultheria mucronata,7418599,,Gaultheria mucronata (L.fil.) Hook. & Arn.,Plantae,Gaultheria,Gaultheria mucronata,7418599,Ericaceae,355
Kuloa usambarensis,10804941,,Kuloa usambarensis (Engl.) Trofimov & Rohwer,Plantae,Kuloa,Kuloa usambarensis,10804941,Lauraceae,25
Sassafras randaiense,4178502,,Sassafras randaiense (Hayata) Rehder,Plantae,Sassafras,Sassafras randaiense,4178502,Lauraceae,25
Tephrosia crassifolia,5342232,,Tephrosia crassifolia Benth.,Plantae,Tephrosia,Tephrosia crassifolia,5342232,Fabaceae,193
Salvia argentea,2927065,,Salvia argentea L.,Plantae,Salvia,Salvia argentea,2927065,Lamiaceae,396
Ammocharis tinneana,5325622,,Ammocharis tinneana (Kotschy & Peyr.) Milne-Redh. & Schweick.,Plantae,Ammocharis,Ammocharis tinneana,5325622,Amaryllidaceae,63
Boophone disticha,2854664,,Boophone disticha (L.f.) Herb.,Plantae,Boophone,Boophone disticha,2854664,Amaryllidaceae,63
Brunsvigia josephinae,4013911,,Brunsvigia josephinae (Redouté) Ker Gawl.,Plantae,Brunsvigia,Brunsvigia josephinae,4013911,Amaryllidaceae,63
Brunsvigia orientalis,2853381,,Brunsvigia orientalis (L.) Aiton ex Eckl.,Plantae,Brunsvigia,Brunsvigia orientalis,2853381,Amaryllidaceae,63
Crinum angustum,4014189,,Crinum angustum Steud.,Plantae,Crinum,Crinum angustum,4014189,Amaryllidaceae,63
Crossyne flava,2853222,,Crossyne flava (W.F.Barker ex Snijman) D.Müll.-Doblies & U.Müll.-Doblies,Plantae,Crossyne,Crossyne flava,2853222,Amaryllidaceae,63
Galanthus elwesii,2855398,,Galanthus elwesii Hook.f.,Plantae,Galanthus,Galanthus elwesii,2855398,Amaryllidaceae,63
Jasminum laurifolium f. nitidum,3683633,7559642.0,Jasminum laurifolium f. nitidum (Skan) P.S.Green,Plantae,Jasminum,Jasminum laurifolium,7559642,Oleaceae,402
Cleome droserifolia,3873053,9785180.0,Cleome droserifolia Franch.,Plantae,Rorida,Rorida droserifolia,9785180,Cleomaceae,277
Diplotaxis acris,5376378,,Diplotaxis acris (Forssk.) Boiss.,Plantae,Diplotaxis,Diplotaxis acris,5376378,Brassicaceae,273
Albizia gummifera,8343428,,Albizia gummifera (J.F.Gmel.) C.A.Sm.,Plantae,Albizia,Albizia gummifera,8343428,Fabaceae,193
Sideritis antiatlantica,3892509,,Sideritis antiatlantica (Maire) Rejdali,Plantae,Sideritis,Sideritis antiatlantica,3892509,Lamiaceae,396
Sideritis briquetiana,3892122,,Sideritis briquetiana Font Quer & Pau,Plantae,Sideritis,Sideritis briquetiana,3892122,Lamiaceae,396
Sideritis cossoniana,3891782,,Sideritis cossoniana Ball,Plantae,Sideritis,Sideritis cossoniana,3891782,Lamiaceae,396
Sideritis grandiflora,7307732,,Sideritis grandiflora Salzm. ex Benth.,Plantae,Sideritis,Sideritis grandiflora,7307732,Lamiaceae,396
Sideritis guyoniana,3890908,,Sideritis guyoniana Boiss. & Reut.,Plantae,Sideritis,Sideritis guyoniana,3890908,Lamiaceae,396
Sideritis imbricata,7979046,,Sideritis imbricata H.Lindb.,Plantae,Sideritis,Sideritis imbricata,7979046,Lamiaceae,396
