original_name,gbif_id,gbif_accepted_id,gbif_accepted_name,kingdom
Petrosimonia monandra,3757677,NA,Petrosimonia monandra (Pall.) Bunge,Plantae
Phaenocoma prolifera,3104261,NA,Phaenocoma prolifera (L.) D.Don,Plantae
Phegopteris connectilis,2651330,NA,Phegopteris connectilis (Michx.) Watt,Plantae
Phelline lucida,4196465,NA,Phelline lucida Vieill. ex Baill.,Plantae
Phyllanthus discoideus,5383236,5383225,Phyllanthus discoideus (Baill.) Müll.Arg.,Plantae
Phyllanthus urinaria,5382780,NA,Phyllanthus urinaria L.,Plantae
Phyllogeiton zeyheri Sond.,3874536,NA,Phyllogeiton zeyheri (Sond.) Suess.,Plantae
Picea neoveitchii,5284744,NA,Picea neoveitchii Mast.,Plantae
Picea sp.,7606064,NA,Picea A.Dietr.,Plantae
Pilocarpus spicatus,7269470,NA,Pilocarpus spicatus A.St.-Hil.,Plantae
Pinguicula vulgaris,5415065,NA,Pinguicula vulgaris L.,Plantae
Pinus brutia,5285710,NA,Pinus brutia Ten.,Plantae
Pinus uncinata,5285332,NA,Pinus uncinata Ramond ex DC.,Plantae
Piper sanctum,4183934,NA,"Piper sanctum Miq., 1845",Plantae
Pistacia sp.,3190459,NA,Pistacia L.,Plantae
Plantago bellardi,8288510,NA,Plantago bellardi L.,Plantae
Plectranthus purpuratus,7309146,NA,Plectranthus purpuratus Harv.,Plantae
Plinia edulis,5415646,NA,Plinia edulis (Vell.) Sobral,Plantae
Pluchea suaveolens,3132660,3132634,Pluchea suaveolens (Vell.) Kuntze,Plantae
Podophyllum hexandrum,3033840,3981186,Podophyllum hexandrum Royle,Plantae
Podophyllum peltatum,3033839,NA,Podophyllum peltatum L.,Plantae
Podophyllum versipelle,7300283,8336561,Podophyllum versipelle Hance,Plantae
Pojarkovia stenocephala,3096122,3096119,Pojarkovia stenocephala (Boiss.) Askerova,Plantae
Polygala nyikensis,4050327,NA,Polygala nyikensis Exell,Plantae
Polygonatum multiflorum,2770022,NA,Polygonatum multiflorum (L.) All.,Plantae
Pongamiopsis pervilleana,2971320,NA,Pongamiopsis pervilleana (Baill.) R.Vig.,Plantae
Populus angustifolia,3040196,NA,Populus angustifolia E.James,Plantae
Primula integrifolia,7631456,NA,Primula integrifolia L.,Plantae
Prunus lusitanica,3020871,NA,Prunus lusitanica L.,Plantae
Prunus mahaleb,3022789,NA,Prunus mahaleb L.,Plantae
Prunus spinosa,3023221,NA,Prunus spinosa L.,Plantae
Psephellus huber-morathii,3137922,NA,Psephellus huber-morathii (Wagenitz) Wagenitz,Plantae
Pseudognaphalium affine,3100918,NA,Pseudognaphalium affine (D.Don) Anderb.,Plantae
Pseudophegopteris bukoensis,4082092,4081996,Pseudophegopteris bukoensis (Tagawa) Holttum,Plantae
Pseudophegopteris microstegia,4081996,NA,Pseudophegopteris microstegia (Hook.) Ching,Plantae
Psychotria serpens,2923582,NA,Psychotria serpens L.,Plantae
Pteris australis,5613574,NA,Pteris australis (Sw.) Grev. & Hook.,Plantae
Pteris dactylina,5614112,NA,Pteris dactylina Hook.,Plantae
Pterolobium hexapetalum,5357454,NA,Pterolobium hexapetalum (Roth) Santapau & Wagh,Plantae
Pterospermum lanceaefolium,7932810,NA,Pterospermum lanceifolium Roxb. ex DC.,Plantae
Pulsatilla sp.,3033620,NA,Pulsatilla Mill.,Plantae
Punica granatum L.,5420901,NA,Punica granatum L.,Plantae
Pycnandra acuminata,7593000,NA,Pycnandra acuminata (Pierre ex Baill.) Swenson & Munzinger,Plantae
Pyrostegia venusta,3172569,NA,Pyrostegia venusta (Ker Gawl.) Miers,Plantae
Quercus gilva,2879999,NA,Quercus gilva Blume,Plantae
Quercus salicina,2879582,NA,Quercus salicina Blume,Plantae
Radermachera xylocarpa,4092103,NA,Radermachera xylocarpa (Roxb.) Roxb. ex K.Schum.,Plantae
Ranunculaceae,2410,NA,Ranunculaceae,Plantae
Ranunculus acris,3033363,NA,Ranunculus acris L.,Plantae
Ranunculus asiaticus,7721054,NA,Ranunculus asiaticus L.,Plantae
Raphanus sativus subsp. niger,12367106,7678610,Raphanus sativus subsp. niger (Mill.) Lej. & Courtois,Plantae
Raphanus sativus var. sativus,7225597,NA,Raphanus sativus var. sativus,Plantae
Reaumuria mucronata,5535213,5535223,Reaumuria mucronata Jaub. & Spach,Plantae
Reaumuria vermiculata,5535223,NA,Reaumuria vermiculata L.,Plantae
Reedia spathacea,5292835,NA,Reedia spathacea F.Muell.,Plantae
Remirea maritima,2731077,2731082,Remirea maritima Aubl.,Plantae
Reseda muricata,7275919,NA,Reseda muricata C.Presl,Plantae
Reseda muricata C.Presl.,7275919,NA,Reseda muricata C.Presl,Plantae
Rhagadiolus stellatus,5399550,NA,Rhagadiolus stellatus (L.) Gaertn.,Plantae
Rhamnus libanotica,3877454,9561769,Rhamnus libanoticus Boiss.,Plantae
Rhamnus nakaharae,5733727,NA,Rhamnus nakaharae (Hayata) Hayata,Plantae
Rhamnus taquetii (H.Lév. & Vaniot) H.Lév.,8309428,NA,Rhamnus taquetii (H.Lév. & Vaniot) H.Lév.,Plantae
Rhamnus thymifolia,3877573,NA,Rhamnus thymifolia Bornm.,Plantae
Rhamnus thymifolius,3877573,NA,Rhamnus thymifolia Bornm.,Plantae
Rheum moorcroftianum,4037741,NA,Rheum moorcroftianum Royle,Plantae
Rhodiola crenulata (HOOK.f.et Thoms.) H.OHBA,4200529,NA,Rhodiola crenulata (Hook.fil. & Thomson) H.Ohba,Plantae
Rhodiola heterodonta,7521501,NA,Rhodiola heterodonta (Hook.fil. & Thomson) Boriss.,Plantae
Rhodiola quadrifida,4199694,NA,Rhodiola quadrifida (Pall.) Fisch. & C.A.Mey.,Plantae
Rhododendron abietifolium,4167144,NA,Rhododendron abietifolium Sleumer,Plantae
Rhododendron acuminatum,4167110,NA,Rhododendron acuminatum Hook.fil.,Plantae
Rhododendron aurigeranum,7328052,NA,Rhododendron aurigeranum Sleumer,Plantae
Rhododendron bagobonum,4168178,NA,Rhododendron bagobonum H.F.Copel.,Plantae
Rhododendron beyerinckianum,4167994,NA,Rhododendron beyerinckianum Koord.,Plantae
Rhododendron brookeanum,7327982,4173114,Rhododendron brookeanum H.Low ex Lindl.,Plantae
Rhododendron buxifolium,4167459,NA,Rhododendron buxifolium H.Low ex Hook.fil.,Plantae
Rhododendron christi,4166367,NA,Rhododendron christi F.Först.,Plantae
Rhododendron christianae,4166362,NA,Rhododendron christianae Sleumer,Plantae
Rhododendron crassifolium,7327746,NA,Rhododendron crassifolium Stapf,Plantae
Rhododendron culminicola,4936848,NA,Rhododendron culminicola F.Muell.,Plantae
Rhododendron culminicolum,4936848,NA,Rhododendron culminicola F.Muell.,Plantae
Rhododendron dianthosmum,4164985,NA,Rhododendron dianthosmum Sleumer,Plantae
Rhododendron durionifolium,7327580,NA,Rhododendron durionifolium Becc.,Plantae
Rhododendron gracilentum,4174753,NA,Rhododendron gracilentum F.Muell.,Plantae
Rhododendron hooglandii,4173931,NA,Rhododendron hooglandii Sleumer,Plantae
Rhododendron huianum,2883026,NA,Rhododendron L.,Plantae
Rhododendron inconspicuum,4173551,NA,Rhododendron inconspicuum J.J.Sm.,Plantae
Rhododendron intranervatum,4173452,NA,Rhododendron intranervatum Sleumer,Plantae
Rhododendron irroratum,7328704,NA,Rhododendron irroratum Franch.,Plantae
Rhododendron jasminiflorum,7328678,NA,Rhododendron jasminiflorum Hook.,Plantae
Rhododendron javanicum,7328657,NA,Rhododendron javanicum (Blume) Benn.,Plantae
Rhododendron kawakamii,4172742,NA,Rhododendron kawakamii Hayata,Plantae
Rhododendron konori,7135930,NA,Rhododendron konori Becc.,Plantae
Rhododendron laetum,4172271,NA,Rhododendron laetum J.J.Sm.,Plantae
Rhododendron lanceolatum,4172145,NA,Rhododendron lanceolatum Ridl.,Plantae
Rhododendron leptanthum,8415478,NA,Rhododendron leptanthum F.Muell.,Plantae
Rhododendron leucogigas,4171662,NA,Rhododendron leucogigas Sleumer,Plantae
Rhododendron macgregoriae,4170968,NA,Rhododendron macgregoriae F.Muell.,Plantae
Rhododendron meijeri,4170448,NA,"Rhododendron meijeri Argent, A.Lamb & Phillipps",Plantae
Rhododendron micromalayanum,4170260,NA,Rhododendron micromalayanum Sleumer,Plantae
Rhododendron mucronatum,4169836,NA,Rhododendron mucronatum (Blume) G.Don,Plantae
Rhododendron nervulosum,7908504,NA,Rhododendron nervulosum Sleumer,Plantae
Rhododendron nieuwenhuisii,4169450,NA,Rhododendron nieuwenhuisii J.J.Sm.,Plantae
Rhododendron orbiculatum,4168692,NA,Rhododendron orbiculatum Ridl.,Plantae
Rhododendron phaeochitum,2883026,NA,Rhododendron L.,Plantae
Rhododendron planecostatum,4167872,NA,Rhododendron × planecostatum Sleumer,Plantae
Rhododendron pneumonanthum,4167805,4164691,Rhododendron pneumonanthum Sleumer,Plantae
Rhododendron polyanthemum,4167707,NA,Rhododendron polyanthemum Sleumer,Plantae
Rhododendron praetervisum,4167523,NA,Rhododendron praetervisum Sleumer,Plantae
Rhododendron rarum,4166821,NA,Rhododendron rarum Schltr.,Plantae
Rhododendron retusum,7327847,NA,Rhododendron retusum (Blume) Benn.,Plantae
Rhododendron robinsonii,4166414,NA,Rhododendron robinsonii Ridl.,Plantae
Rhododendron rugosum,7327770,NA,Rhododendron rugosum H.Low ex Hook.fil.,Plantae
Rhododendron searleanum,4165485,NA,Rhododendron searleanum Sleumer,Plantae
Rhododendron stapfianum,4164699,NA,Rhododendron stapfianum Hemsl. ex Prain,Plantae
Rhododendron stenophyllum,7327567,NA,Rhododendron stenophyllum Hook.fil. ex Becc.,Plantae
Rhododendron suaveolens,7327551,NA,Rhododendron suaveolens Sleumer,Plantae
Rhododendron superbum,7327533,NA,Rhododendron superbum Sleumer,Plantae
Rhododendron ungerni,4174805,NA,Rhododendron ungernii Trautv.,Plantae
Rhododendron vandeursenii,4174712,4174102,Rhododendron vandeursenii Sleumer,Plantae
Rhododendron womersleyi,4173777,NA,Rhododendron womersleyi Sleumer,Plantae
Rhododendron wrightianum,4173751,NA,Rhododendron wrightianum Koord.,Plantae
Rhododendron yelliottii,4173534,NA,Rhododendron yelliottii Warb.,Plantae
Rhododendron zoelleri,4173384,NA,Rhododendron zoelleri Warb.,Plantae
Rhus parviflora,3662246,5544265,Rhus parviflora Roxb.,Plantae
Rhus wallichi,3662241,NA,"Rhus wallichii Sweet, 1830",Plantae
Rhynchosia rufescens,5350953,NA,Rhynchosia rufescens DC.,Plantae
Rosa agrestis,3002394,NA,Rosa agrestis Savi,Plantae
Rosa americana,8395064,NA,Rosa L.,Plantae
Rothmaleria granatensis,3099975,NA,Rothmaleria granatensis (Boiss. ex DC.) Font Quer,Plantae
Rubus arcticus,2992051,NA,Rubus arcticus L.,Plantae
Rubus corchorifolius,8108495,NA,Rubus corchorifolius L.fil.,Plantae
Ruellia rosea,2393,NA,Acanthaceae,Plantae
Rumex lanceolatus,4032729,NA,Rumex lanceolatus Thunb.,Plantae
Ruta oreojasme,3832323,NA,Ruta oreojasme Webb & Berthel.,Plantae
Salacia elliptica,8599572,NA,Salacia elliptica (Mart. ex Roem. & Schult.) G.Don,Plantae
Salix lindleyana,7625788,NA,Salix lindleyana Wall. ex Andersson,Plantae
Salvia digitaloides,3903995,NA,Salvia digitaloides Diels,Plantae
Salvia folium,8076837,NA,Salvia fominii Grossh.,Plantae
Sanguisorba minor,3029430,7220805,Sanguisorba minor Scop.,Plantae
Sarcandra hainanensis,7339066,3750576,Sarcandra hainanensis (S.J.Pei) Swamy & I.W.Bailey,Plantae
Sasa paniculata,5675931,4129057,Sasa paniculata (J.A.Schmidt) Makino & Shibata,Plantae
Saxifraga azizoon,11128997,NA,Saxifraga arizogii Alejandre et al.,Plantae
Scabiosa succisa,2888812,2888811,Scabiosa succisa L.,Plantae
Schefflera capitata,3038894,3038897,Schefflera capitata (Wight & Arn.) Harms,Plantae
Schinus sp.,3190641,NA,Schinus L.,Plantae
Schisandra lancifolia,7335138,NA,Schisandra lancifolia (Rehder & E.H.Wilson) A.C.Sm.,Plantae
Schoenoplectus tabernaemontani,2711157,NA,Schoenoplectus tabernaemontani (C.C.Gmel.) Palla,Plantae
Scleria mackaviensis,2712732,NA,Scleria mackaviensis Boeckeler,Plantae
Scleria tricuspidata,2712730,NA,Scleria tricuspidata S.T.Blake,Plantae
Scolymus hispanicus,5403742,NA,Scolymus hispanicus L.,Plantae
Scolymus maculatus,5403743,NA,Scolymus maculatus L.,Plantae
Scorzonera austriaca,8015854,NA,Scorzonera austriaca Balb.,Plantae
Scorzonera graminifolia,7770051,NA,"Scorzonera graminifolia L., 1753",Plantae
Scorzonera hirsuta,6064221,NA,Gelasia Cass.,Plantae
Scorzonera humilis,3111049,NA,Scorzonera humilis L.,Plantae
Scorzonera mollis,3111109,11698924,Scorzonera mollis Fisch. & C.A.Mey. ex DC.,Plantae
Scorzonera pseudolanata,3111063,11524403,Scorzonera pseudolanata Grossh.,Plantae
Scorzonera pusilla,3110967,3137350,Scorzonera pusilla Pall.,Plantae
Searsia dregeana,5544367,NA,Searsia dregeana (Sond.) Moffett,Plantae
Searsia lancea,5421370,NA,Searsia lancea (L.fil.) F.A.Barkley,Plantae
Searsia parviflora,5544265,NA,Searsia parviflora (Roxb.) F.A.Barkley,Plantae
Sedum alpestre,7334006,NA,Sedum alpestre Vill.,Plantae
Sedum anglicum,5687974,NA,Sedum anglicum Huds.,Plantae
Sedum borissovae,5690657,NA,Sedum borissovae Balk.,Plantae
Sedum brissemoreti,7670884,NA,Sedum brissemoretii Raym.-Hamet,Plantae
Sedum euxinum,5689052,NA,Sedum euxinum 't Hart & Alpinar,Plantae
Sedum ewersii,7334306,4202057,Sedum ewersii Ledeb.,Plantae
Sedum farinosum,8232777,NA,Sedum farinosum Lowe,Plantae
Sedum forsteri,5688931,4201855,Sedum forsteri Haw.,Plantae
Sedum grisebachii,7334182,NA,Sedum grisebachii Boiss. & Heldr.,Plantae
Sedum melanantherum,5690624,NA,Sedum melanantherum DC.,Plantae
Sedum tuberosum,5690696,NA,Sedum tuberosum Coss. & Letourn.,Plantae
Sedum ursi,5690608,NA,Sedum ursi 't Hart,Plantae
Semecarpus vitiensis,7815565,NA,Semecarpus vitiensis (A.Gray) Engl.,Plantae
Sempervivum altum,4201770,NA,Sempervivum altum Turrill,Plantae
Sempervivum arachnoideum,4201709,NA,Sempervivum arachnoideum L.,Plantae
Sempervivum armenum,4201681,NA,Sempervivum armenum Boiss. & A.Huet,Plantae
Sempervivum atlanticum,11066039,NA,Sempervivum atlanticum (Ball ex Hook.fil.) Baker,Plantae
Sempervivum borissovae,4201441,NA,Sempervivum borissovae Wale,Plantae
Sempervivum calcareum,4201278,NA,Sempervivum calcareum Jord.,Plantae
Sempervivum cantabricum,7334515,7554620,Sempervivum cantabricum Praeger,Plantae
Sempervivum caucasicum,7334504,NA,Sempervivum caucasicum Rupr. ex Boiss.,Plantae
Sempervivum charadzeae,4201085,NA,Sempervivum charadzeae Gurgen.,Plantae
Sempervivum ciliosum,7334480,NA,Sempervivum ciliosum Craib,Plantae
Sempervivum dzhavachischvilii,4200694,NA,Sempervivum dzhavachischvilii Gurgen.,Plantae
Sempervivum furseorum,4200505,8269200,Sempervivum furseorum Muirhead,Plantae
Sempervivum grandiflorum,4200323,NA,Sempervivum grandiflorum Haw.,Plantae
Sempervivum ingwersenii,4200041,NA,Sempervivum ingwersenii Wale,Plantae
Sempervivum kindingeri,4199971,4199819,Sempervivum kindingeri Adamovic,Plantae
Sempervivum kosaninii,4199947,NA,Sempervivum kosaninii Praeger,Plantae
Sempervivum leucanthum,4199819,NA,Sempervivum leucanthum Pancic,Plantae
Sempervivum macedonicum,4199724,7334271,Sempervivum macedonicum Praeger,Plantae
Sempervivum marmoreum,7334270,NA,Sempervivum marmoreum Griseb.,Plantae
Sempervivum montanum,8164781,NA,Sempervivum montanum L.,Plantae
Sempervivum nevadense,4199376,7334257,Sempervivum nevadense Wale,Plantae
Sempervivum ossetiense,4199301,NA,Sempervivum ossetiense Wale,Plantae
Sempervivum pumilum,4199009,NA,Sempervivum pumilum M.Bieb.,Plantae
Sempervivum ruthenicum,8099425,NA,Sempervivum ruthenicum Koch ex Schnittsp. & C.B.Lehm.,Plantae
Sempervivum tectorum,2985949,NA,Sempervivum tectorum L.,Plantae
Sempervivum thompsonianum,4198301,NA,Sempervivum × thompsonianum Wale,Plantae
Sempervivum transcaucasicum,7334098,NA,Sempervivum transcaucasicum Muirhead,Plantae
Senecio mexicanus,3141756,3141755,Senecio mexicanus McVaugh,Plantae
Senecio rupestris,6063943,NA,Senecio rupestris Waldst. & Kit.,Plantae
Senecio speciosus,3107637,NA,Senecio speciosus Willd.,Plantae
Senna polyantha,2957851,NA,Senna polyantha (Collad.) H.S.Irwin & Barneby,Plantae
Sextonia rubra,5685352,NA,Sextonia rubra (Mez) van der Werff,Plantae
Siegesbeckia pubescens,6063463,NA,Sigesbeckia pubescens (Makino) Makino,Plantae
Sigesbeckia glabrescens,3125899,NA,Sigesbeckia glabrescens (Makino) Makino,Plantae
Silene tatarica,5588145,NA,Silene tatarica (L.) Pers.,Plantae
Silphium perfoliatum L.,3092576,NA,Silphium perfoliatum L.,Plantae
Simsia foetida,5402134,NA,Simsia foetida (Cav.) S.F.Blake,Plantae
Sinningia cardinalis,3818456,NA,Sinningia cardinalis (Lehm.) H.E.Moore,Plantae
Siphonoglossa mexicana,3775484,3778600,Siphonoglossa mexicana Hilsenb.,Plantae
Smilax bockii,7424162,NA,Smilax bockii Warb.,Plantae
Smilax sieboldi,5295247,NA,Smilax sieboldii Miq.,Plantae
Smyrnium creticum,3638884,NA,Smyrnium creticum Mill.,Plantae
Smyrnium perfoliatum,6027089,NA,Smyrnium perfoliatum L.,Plantae
Smyrnium rotundifolium,3638660,7612759,Smyrnium rotundifolium Mill.,Plantae
Solanum crinitum,2932686,NA,Solanum crinitum Lam.,Plantae
Solanum lanceolatum,2929230,NA,Solanum lanceolatum Cav.,Plantae
Solanum pubescens,2929764,NA,Solanum pubescens Willd.,Plantae
Solidago virga-aurea,11052336,7262093,Solidago virga-aurea Anon.,Plantae
Sonchus pustulatus,3105824,NA,Sonchus pustulatus Willk.,Plantae
Sophora moorcroftiana,2958962,NA,Sophora moorcroftiana (Benth.) Benth. ex Baker,Plantae
Sperganium stoloniferum,2702355,NA,Sparganium stoloniferum (Buch.-Ham. ex Graebn.) Buch.-Ham. ex Juz.,Plantae
Sporobolus cynosuroides,9531396,NA,Sporobolus cynosuroides (L.) P.M.Peterson & Saarela,Plantae
Stenomesson miniatum,2859433,NA,Stenomesson miniatum (Herb.) Ravenna,Plantae
Stephania epigaea,5592890,5592626,Stephania epigaea H.S.Lo,Plantae
Sterculia platanifolia,8153542,3152111,Sterculia platanifolia L.fil.,Plantae
Stevia connata,3125636,NA,Stevia connata Lag.,Plantae
Stipa vaseyi,2703439,10537405,Stipa vaseyi Scribn.,Plantae
Strychnos tricalysioides,11097992,NA,Strychnos tricalysioides Hutch. & M.B.Moss,Plantae
Strychnos vacacoua,5645916,5645507,Strychnos vacacoua Baill.,Plantae
Sulla coronaria,5928735,NA,Sulla coronaria (L.) B.H.Choi & H.Ohashi,Plantae
Swartzia apetala,5351925,NA,Swartzia apetala Raddi,Plantae
Swertia paniculata,5595701,NA,Swertia paniculata Wall.,Plantae
Symphyotrichum bracteolatum,3151784,NA,Symphyotrichum bracteolatum (Nutt.) G.L.Nesom,Plantae
Symphyotrichum eatonii,3151781,3151784,Symphyotrichum eatonii (A.Gray) G.L.Nesom,Plantae
Tagetes tenuifolia,7497356,NA,Tagetes tenuifolia Cav.,Plantae
Tamarix chinensis,2874696,NA,Tamarix chinensis Lour.,Plantae
Tarenaya spinosa,3872451,NA,Tarenaya spinosa (Jacq.) Raf.,Plantae
Targionia hypophylla,5286275,NA,Targionia hypophylla L.,Plantae
Taxus wallichiana var. chinensis,6711212,8641859,Taxus wallichiana var. chinensis (Pilg.) Florin,Plantae
Teclea boiviniana,3836947,3834697,Teclea boiviniana (Baill.) H.Perrier,Plantae
Tephrosia platycarpa,5342137,NA,Tephrosia platycarpa Guill. & Perr.,Plantae
Tephrosia pumila,5342490,NA,Tephrosia pumila (Lam.) Pers.,Plantae
Tetraneuris linearifolia,3112417,NA,Tetraneuris linearifolia (Hook.) Greene,Plantae
Thalictrum cultratum,3929860,NA,Thalictrum cultratum Wall.,Plantae
Thalictrum filamentosum,3929276,NA,Thalictrum filamentosum Maxim.,Plantae
Thaminophyllum multiflorum,3151296,NA,Thaminophyllum multiflorum Harv.,Plantae
Theobroma grandiflorum,3152208,NA,Theobroma grandiflorum (Willd. ex Spreng.) Schum.,Plantae
Thermopsis alpina,5360210,NA,Thermopsis alpina (Pall.) Ledeb.,Plantae
Thesium chinense,6037980,NA,Thesium chinense Turcz.,Plantae
Tiarella trifoliata,5371609,NA,Tiarella trifoliata L.,Plantae
Tilia cordata,3152047,NA,Tilia cordata Mill.,Plantae
Toona sinensis,7271504,NA,Toona sinensis (A.Juss.) M.Roem.,Plantae
Torreya fargesii var. yunnanensis,5284503,NA,Torreya fargesii var. yunnanensis (W.C.Cheng & L.K.Fu) N.Kang,Plantae
Toxicodendron wallichii,7321601,NA,Toxicodendron wallichii (Hook.fil.) Kuntze,Plantae
Tragopogon crocifolius,5386974,NA,Tragopogon crocifolius L.,Plantae
Tragopogon hybridus,5386894,NA,"Tragopogon hybridus R.Lesson, 1835",Plantae
Tragopogon longirostris,5693197,5693363,Tragopogon longirostris Bischoff ex Sch.Bip.,Plantae
Tragopogon porrifolius,5386938,NA,Tragopogon porrifolius L.,Plantae
Trichodesma incanum,8170797,NA,Trichodesma incanum (Bunge) A.DC.,Plantae
Trifolium polyphyllum,7690676,NA,Trifolium polyphyllum C.A.Mey.,Plantae
Trigonella balansae,5360384,NA,Trigonella balansae Boiss. & Reut.,Plantae
Trigonella caerulea,5360498,NA,Trigonella caerulea (L.) Ser.,Plantae
Trigonella calliceras,7428448,NA,Trigonella calliceras Fisch. ex M.Bieb.,Plantae
Trigonella corniculata,8405343,NA,Trigonella corniculata Sibth. & Sm.,Plantae
Trigonella cretica,5360460,NA,Trigonella cretica (L.) Boiss.,Plantae
Trigonella foenum-graceum,5360475,NA,Trigonella foenum-graecum L.,Plantae
Turricula parryi,5341649,NA,Turricula parryi (A.Gray) J.F.Macbr.,Plantae
Typha orientalis,5289521,NA,Typha orientalis C.Presl,Plantae
Uncaria guianensis,5338243,NA,Uncaria guianensis (Aubl.) J.F.Gmel.,Plantae
Uncaria laevigata,5338199,NA,Uncaria laevigata Wall. ex G.Don,Plantae
Uncaria macrophylla,5338193,NA,Uncaria macrophylla Wall.,Plantae
Ungernia sewerzowi,2858133,NA,Ungernia sewerzowii (Regel) B.Fedtsch.,Plantae
Uvaria acuminata,3154365,NA,Uvaria acuminata Oliv.,Plantae
Uvaria littoralis,3154314,NA,Uvaria littoralis (Blume) Blume,Plantae
Uvaria macrophylla,3154340,3154314,Uvaria macrophylla Roxb.,Plantae
Vaccinium deliciosum,2882961,NA,Vaccinium deliciosum Piper,Plantae
Vaccinium ovatum,2882838,NA,Vaccinium ovatum Pursh,Plantae
Vaccinium parvifolium,2882910,NA,Vaccinium parvifolium Sm.,Plantae
Valeriana amurensis,4095377,NA,Valeriana amurensis P.A.Smirn. ex Kom.,Plantae
Valeriana eriophylla,8270703,NA,Valeriana eriophylla (Ledeb.) Utkin,Plantae
Vellozia candida,2863678,NA,Vellozia candida J.C.Mikan,Plantae
Vellozia scoparia,2863610,NA,Vellozia scoparia Goethart & Henrard,Plantae
Verbascum fruticulosum,3739566,NA,Verbascum fruticulosum Post,Plantae
Vernonia anisochaetoides,5400076,5400075,Vernonia anisochaetoides Sond.,Plantae
Vernonia pachyclada,5397148,NA,Vernonia pachyclada Baker,Plantae
Viburnum betulifolium,7272452,NA,Viburnum betulifolium Batalin,Plantae
Viburnum carlesii,3857225,NA,Viburnum carlesii Hemsl. ex Forbes & Hemsl.,Plantae
Viburnum cinnamomifolium,3856900,NA,Viburnum cinnamomifolium Rehder,Plantae
Viburnum corylifolium,3856747,NA,Viburnum corylifolium Hook.fil. & Thomson,Plantae
Viburnum dentatum,2888594,NA,Viburnum dentatum L.,Plantae
