inchi_key,cids
QIIAHRYZRXDYGH-ZRIDXQSGSA-N,163060179.0
RKAXEWSQYMGBAP-DCYZMOCKSA-N,101316721.0
KJRZFQQUFIBFFI-VJYSWEEHSA-N,162874061.0
DSPKZNIAAGVBOC-TVOSLKCNSA-N,163191816.0
RTBLDXVIGWSICW-JMSVASOKSA-N,12308843.0
BFKPTPKHPWTRAO-ZUBVFAKQSA-N,162984881.0
BBMFSGOFUHEVNP-UHFFFAOYSA-N,68475.0
LLVYASCUNDOCRV-UHFFFAOYSA-N,71445220.0
BVNVXEMVVHSCAF-SHHOIMCASA-N,129845784.0
CXQWRCVTCMQVQX-GJZGRUSLSA-N,443758.0
QJTYCCFDQWFJHU-CXWQUDHASA-N,18346204.0
NBGQZFQREPIKMG-PONOSELZSA-N,168928.0
JVKYZPBMZPJNAJ-OQFNDJACSA-N,65727.0
KFKSQOIZZRZEFC-RUDMXATFSA-N,14733727.0
PMOWTIHVNWZYFI-AATRIKPKSA-N,637540.0
AQGJJVVGIDQMHX-UHFFFAOYSA-N,597639.0
WNYHMEYKAGKERM-UHFFFAOYSA-N,154018730.0
ZYEMGPIYFIJGTP-UHFFFAOYSA-N,7127.0
JPUKWEQWGBDDQB-QSOFNFLRSA-N,5282102.0
XUFOYASAFNKRRE-GJZGRUSLSA-N,161741.0
IMHIVIMYMMMOMN-URKWMJLKSA-N,
HTEXSXCVDJMYMF-SDULWRHXSA-N,
FCEVNJIUIMLVML-MIULREJOSA-N,91746605.0
NCUJRUDLFCGVOE-UHFFFAOYSA-N,5375252.0
ACBOFPQSBWBAQR-QNDFHXLGSA-N,102257014.0
YGRJGDBMLTZRLL-NQLXVEKGSA-N,162817570.0
WQOMFYCARPXUAF-JCCDCTOFSA-N,162869113.0
FPLUWNGZVAMKNR-UWBBWCMESA-N,11046234.0
XJHDMGJURBVLLE-BOCCBSBMSA-N,221071.0
MAJBLSDHYUPQQD-UHFFFAOYSA-N,75701.0
YHCCEJFYYUGTFM-BASRJAGKSA-N,162817344.0
VJUPPSYNYRUTOP-SVOVKRPESA-N,162829208.0
KHBJLRRAMCJZLZ-UHFFFAOYSA-N,171489.0
VXXSPOVQLBTGOO-ABSDTBQOSA-N,53496760.0
IYLGZMTXKJYONK-ACLXAEORSA-N,185716.0
VVZSUOFFWZPSLS-SGMAJDQTSA-N,132524253.0
DICCPNLDOZNSML-XGKJEQFASA-N,12302182.0
BMHBREVDFYUSCC-ZWFRJWGJSA-N,
WIYBTPVLDULURO-CLOONOSVSA-N,101821118.0
FVKIBVYKSWGGPY-JEFSMQFLSA-N,162835225.0
DPSCQKGSAHTWSP-CURRBBOESA-N,12444965.0
DLNRSLDKCGSBNH-LPIUFBCESA-N,163060329.0
LJPDNHJFYBWMCF-ZYJPSCNZSA-N,102316533.0
HPDJDMAPXQNONF-JTQLQIEISA-N,389887.0
GYRJPATVNGOBRW-PFFSRIRZSA-N,14137541.0
WRHGORWNJGOVQY-RBSFLKMASA-N,92313.0
NUJGJRNETVAIRJ-UHFFFAOYSA-N,454.0
JHAYXWWXUGLOHK-QGBCZBPOSA-N,162816874.0
BSYWXGDMWUUHDZ-ZZZKQGFOSA-N,101674067.0
YGLWPURSVTZTIE-UHHFCHTKSA-N,21635726.0
LSTWTKOOHNOJLH-CXUOALPKSA-N,162844511.0
VGIGXDLSXHTPCM-TWBGHHOVSA-N,162817275.0
NOQVBHHOUTTZGE-LVFMHWQRSA-N,12308873.0
QVDQRPBOZUHTCX-CCSFUCHMSA-N,162842363.0
JXQCCWXKPJFXTC-UHFFFAOYSA-N,
JOBAOHFOADHRSC-HELQHENCSA-N,162872635.0
PFDGLXOOSQNAKH-KYNKVXSISA-N,14021306.0
KPKDFSLIRPVPJF-YDOQJWOYSA-N,56843093.0
BPUNWVGCTMEMKQ-PFQOCRRASA-N,366039.0
RNEORCMLRJNFGE-MDWZMJQESA-N,5458645.0
VLVWNVGFECREOG-UHFFFAOYSA-N,129856119.0
WJYFLYDUGXWVMP-XLMAVXFVSA-N,10871693.0
YZKIFCYWZMVWKM-ZCQJSQKNSA-N,102208950.0
JMNFCQSRPSOEKG-FCHSOHFDSA-N,162952963.0
SCZVLDHREVKTSH-UHFFFAOYSA-N,5280666.0
RUVUHIUYGJBLGI-XJZKHKOHSA-N,5484202.0
DSAJORLEPQBKDA-AWEZNQCLSA-N,1268276.0
PMISPNORJONCHB-LLWDQIFWSA-N,71300386.0
UBUHIKQRNDOKCZ-NRLKWUTFSA-N,90657943.0
ZXWMKYBQWBZFAK-INIZCTEOSA-N,10407286.0
SDIVYZXRQHWCKF-SECBINFHSA-N,776133.0
QULPQWKDDOBIOC-UHFFFAOYSA-N,73648.0
SRHDLIDOZXPROB-JMSVASOKSA-N,10727766.0
AGIAQPIYGHUVMY-JRTLGTJJSA-N,71587071.0
OZVBXGBZPZBKJO-UHFFFAOYSA-N,5320181.0
LSHYTUQCUQMUJP-URJRJSJNSA-N,162973882.0
KFJJTDVDBCPZBQ-XNHRUCMSSA-N,162816925.0
NUHQNAFCQWNZHH-KKUBQSGSSA-N,163077988.0
CTIVZBHKUZPFEV-MJVIGCOGSA-N,15690517.0
ZGXVZQZFVYSUDU-YALWORMISA-N,442323.0
YHBUQBJHSRGZNF-AUWJEWJLSA-N,5352653.0
NEZCMGYOACDFPH-WOXHDHDISA-N,162850741.0
UXVNNVWPICKMTE-WRLCUUPGSA-N,44566377.0
VUVSVEQLMRNDMO-GNXDZCFSSA-N,101623850.0
SPQQVZADFOATIQ-YWLJYKEXSA-N,163184330.0
VQUPQWGKORWZII-RPJYBVRZSA-N,101937309.0
KYRQDWWGEOQECX-MSSMMTGSSA-N,162855867.0
AUVVIKWIWCGRGP-ZDYZQTMZSA-N,162817542.0
HGBVBPVTPLNHEP-SDBXPKJASA-N,14730832.0
WJYFLYDUGXWVMP-CVYDXHPNSA-N,10427700.0
IMRAICJHRXRWPL-ZDVOQKQISA-N,44429427.0
BXNJHAXVSOCGBA-UHFFFAOYSA-N,5280953.0
GAOBNFYEJRRWAQ-BNWFOJLJSA-N,162885481.0
RRUOBQIYOREMKW-IDRUFVAWSA-N,
BWOPOAOBPJWDBF-SFUXALCOSA-N,101674068.0
KZZAZUNOEPLVNP-UHFFFAOYSA-N,
IFIQVSCCFRXSJV-NWCCWSSZSA-N,12444386.0
LKUDPHPHKOZXCD-UHFFFAOYSA-N,69301.0
VZPASGPLDDVYCL-UHFFFAOYSA-N,389316.0
ZKIXACXWZQFVAB-MUCJXJSVSA-N,157000.0
AVFIYMSJDDGDBQ-NCMRHJMASA-N,162903757.0
GPFVBJYXFRIOFB-CBRIZSKPSA-N,102469678.0
LGMNKSBINQXDAI-UHFFFAOYSA-N,10410181.0
DFQOXFIPAAMFAU-UHFFFAOYSA-O,159646.0
SCZKCXUGDWJJGV-UHFFFAOYSA-N,5281344.0
WJHRAVIQWFQMKF-IPYPFGDCSA-N,13092559.0
LGDSHSYDSCRFAB-UHFFFAOYSA-N,11167.0
ARJUJAMZTUUZNZ-NJQUUYHGSA-N,10455028.0
KZIADLALQLRZIQ-PANQXIRQSA-N,10335933.0
YTPBUIWNJRGZFW-PHOTXNDESA-N,52942904.0
NBEWQJXZSWAWKR-CZOCHBBSSA-N,163016938.0
LMQGCNAOWXUOEU-QLSXMBATSA-N,
ZUSLUFQEEHEEBP-QPOFKBRPSA-N,162816998.0
WIZNAGDVYMRDHS-JLHDYFKBSA-N,162913245.0
UZQVYLOFLQICCT-SCSAIBSYSA-N,10370.0
KSVVGBSBNPMXJF-AKJGCJRBSA-N,44257327.0
UTFMYUDTIZFQDE-CTQSIRBZSA-N,101630375.0
CJYNUSAOAPXPPP-OJNPPMJPSA-N,162904861.0
AEAWOMODYBIREN-CNVWHVCZSA-N,162955413.0
RKDOFSJTBIDAHX-PNIKOYRFSA-N,91747357.0
XNRDINRKWQTQDO-BGIAOWSUSA-N,
ZQPPMHVWECSIRJ-MDZDMXLPSA-N,637517.0
MBDOYVRWFFCFHM-SNAWJCMRSA-N,5281168.0
LHYHMMRYTDARSZ-XQLPTFJDSA-N,160799.0
FIAKMTRUEKZMNO-NBFOIZRFSA-N,6428488.0
BAMNKMJGPYBJJR-RROKVSGJSA-N,
IUDVKUNVWZIINQ-COYPLYOCSA-N,162934470.0
HVYUPLNMGNYFAM-GJBRHSMHSA-N,
ITWYQAIFKHRKRR-XDJMDEQPSA-N,
QFRAKJAULMBFHY-PEYKTXOXSA-N,
BNHKXOIJKIMOJH-UHFFFAOYSA-N,522345.0
MEPBTXJJBAXXCF-CKZPMKISSA-N,101149838.0
JDXJTMWWGZXTGE-NOFIJZTDSA-N,15628011.0
PWMYDLPGNYMRRV-YHPJLETLSA-N,10368997.0
CJLFWRBPNXIPHA-UHFFFAOYSA-N,15549895.0
OJZVKDPZYTWJHP-QVFIUTARSA-N,101529196.0
XZKJITYVVLNMNW-UHFFFAOYSA-N,14037441.0
MQSZRBPYXNEFHF-UHFFFAOYSA-N,5320946.0
YOOXNSPYGCZLAX-UHFFFAOYSA-N,97560.0
UYGBXGAZUCKDDV-SFHVURJKSA-N,3082688.0
CXENHBSYCFFKJS-OXYODPPFSA-N,5362889.0
ASFFOFUBSYUBPV-ONEGZZNKSA-N,
OZOZCKVLUMXFGS-UHFFFAOYSA-N,54679752.0
KMNJTAQXPSBWQA-UHFFFAOYSA-N,162817263.0
YJGVMLPVUAXIQN-XVVDYKMHSA-N,10607.0
RGCKGOZRHPZPFP-UHFFFAOYSA-N,6293.0
DVBSKQAFCDJNSL-ZNMIVQPWSA-N,6428280.0
PCCTZPOSLPXEHH-YUNKPMOVSA-N,
WNNGLHOQCHCQFK-UHFFFAOYSA-N,10198218.0
PGTJIOWQJWHTJJ-QWHCGFSZSA-N,6429022.0
JOPMOPXPIOPSDS-UHFFFAOYSA-N,9990485.0
MYOFCWPLRKBPJD-CDZGDAMASA-N,91746988.0
NSCUDPABUZNJRT-GHJRKTJFSA-N,101675252.0
OXRCQEMNONCHMK-UHFFFAOYSA-N,233390.0
IETZAWFZIAOWQX-UHFFFAOYSA-N,10965145.0
IWPNHPPGEPHKBZ-UHFFFAOYSA-N,100418.0
GGNRJMYAXINNLX-UHFFFAOYSA-N,21588200.0
YAWJHQZYFGHLSY-YXUWRJBCSA-N,162861627.0
BXSPWNHDIUKNAJ-VUYQWQMLSA-N,102375914.0
KJSAXQYTHNRIBJ-YRGRVCCFSA-N,162877969.0
SJGCQOVOMXNEOA-ZJNYLYGOSA-N,162999878.0
GOASBXPFRRKRON-YYWZQLMFSA-N,102023618.0
SFWZUPNUMMRBQM-HDKYCGBKSA-N,162817317.0
SQBLZGPDZBFVEE-BUWBAVOPSA-N,162968824.0
AKLSRYWIXHNHLA-HYVLAWLISA-N,101851848.0
NGRRXMZEVSBATO-VUXUOOGWSA-N,101584234.0
JXEBWOKMCCSZAX-ZJUUUORDSA-N,91748716.0
KTZVYIFKRSNKFH-GCBHHIMKSA-N,163031362.0
VYJPSNRDHOGIPH-RBSFLKMASA-N,101675593.0
SPKGPDRGORWGNP-SISSWOJJSA-N,14681481.0
BRHDDEIRQPDPMG-PSASIEDQSA-N,6428573.0
KPQMCAKZRXOZLB-KOIHBYQTSA-N,5280462.0
VYUQPLFRNDQDHW-UHTQEIBISA-N,14313398.0
TYGYPIIOOQNWBU-SPVDEYDNSA-N,6432671.0
SMIZUXPJPXRGOS-TVKITMCSSA-N,
YSKVBPGQYRAUQO-UZSYLJJSSA-N,441837.0
VLYIKJYIZXEYKF-RAYMYPRPSA-N,101361935.0
LQGUBLBATBMXHT-UHFFFAOYSA-N,10208.0
RJAKLUPHSBOQNU-GCHNNGBASA-N,3084282.0
LKMNXYDUQXAUCZ-UHFFFAOYSA-N,145659.0
MWEOLCSYOQATJB-UHFFFAOYSA-N,162855729.0
QUYOIZQYNDXCTC-UHFFFAOYSA-N,13522480.0
ZWAAFZOEMBEAAF-XDPSYNDUSA-O,123872652.0
CCEFMUBVSUDRLG-XNWIYYODSA-N,441245.0
FQCNSQJHPSOGHM-CKORDJMKSA-N,162817531.0
FOVBAKMOOZZENK-BTGMCMHZSA-N,163188053.0
BJPSSVHNEGMBDQ-NUZBWSBOSA-N,167683.0
ZMFCIMWRPFSUCY-RQEYMAQWSA-N,14191568.0
SMGMSKBCDUOVJD-NUEKVCAZSA-N,162817269.0
MHCDFIFLMYBWIV-PLLMSDPHSA-N,441904.0
BOYYQYRAKVYWCI-JSBOQLKZSA-N,44144276.0
UDWUZPSSUIWBKB-MCJSFTGGSA-N,163032231.0
IUZVQQNKQMFGQK-YVNJGZBMSA-N,13992119.0
UTXMCYDEIZPGME-VNHYZAJKSA-N,168796.0
WONZXVKRFAHSAK-UHFFFAOYSA-N,13831736.0
FRDLKANXGVGBKH-ZVIJCYGTSA-N,163026999.0
JUCUZVFPWCOXDO-ITIQLNCPSA-N,162817354.0
ZUMVRGDGUZROMJ-DIZROUMASA-N,101631696.0
IFJGZEDRSDXZES-USWJUXOUSA-N,163077302.0
WWKOGILFMXZKMI-CUIVXLOWSA-N,14021370.0
JVSLBSRFOFQNDC-DREJCDQOSA-N,162817292.0
KSKNLZFUHVVGGB-MEJVDXPJSA-N,102438586.0
ZZVZGSYEPXXGHA-UHFFFAOYSA-N,15109166.0
BFFYUNVGUBDLOC-UHFFFAOYSA-N,44259046.0
IOPRWFZXNNJKTN-VPRYEBPISA-N,102469381.0
TZXKLAJTOIJUOD-UPRGZPJCSA-N,162817250.0
VQOXZBDYSJBXMA-RKEBNKJGSA-N,6433272.0
HIVLZZCXKATCJB-BBVFFXRHSA-N,15714484.0
SLVGRMVYTQSPOA-LEDHEPLTSA-N,14021384.0
JWPKIAYHWVEGAD-LTDSZXQWSA-N,162951757.0
QTBSBXVTEAMEQO-UHFFFAOYSA-N,176.0
MACFXELYCBWKGT-VFTFQOQOSA-N,5322038.0
OEZWCAHAQBRTTP-FKRBRYKNSA-N,54679753.0
COOQBFCBCULESP-UHFFFAOYSA-N,129848781.0
GMVKZIGIYSHLJD-IHAUNJBESA-N,162817110.0
DXKBUDRBDSPMIW-GIDUJCDVSA-N,6443521.0
UZWOZRDFWPXGSK-FZKONZGJSA-N,162817394.0
VSMBLBOUQJNJIL-JJXSEGSLSA-N,89644.0
AVFIYMSJDDGDBQ-CUOATXAZSA-N,155173.0
NEHDRDVHPTWWFG-UHFFFAOYSA-N,31271.0
YEISBJOTHHFANE-NJVUAGGXSA-N,375117.0
RZWRJIIJVUJQGK-VCVJCKPFSA-N,162976625.0
LAXOSTBYCIIARN-MSGPRHKFSA-N,
ZRLPTLKSJBPDJA-CYJAXWMASA-N,162900748.0
QALUILGJCJXZMW-UHFFFAOYSA-N,20054950.0
DUBCCGAQYVUYEU-MBIBTLSJSA-N,13258914.0
XEWGBGIXCMXJPI-KEGXSBDUSA-N,10859689.0
CYSHNJQMYORNJI-YUVXSKOASA-N,354654.0
VWEVUYZRDHPINN-LDBNZQTHSA-N,
JWCIGPTUZBZFDW-MMJUEZNNSA-N,44258015.0
YNOSNIYDHUBEBU-HGKFCXGKSA-N,11570897.0
IUCHKMAZAWJNBJ-RCYXVVTDSA-N,176079.0
ZABRUXSLNOYHLJ-QQIHNUQVSA-N,15118545.0
SHAVHFJCSQWTFF-UHFFFAOYSA-N,68222.0
NIOYUNMRJMEDGI-UHFFFAOYSA-N,984.0
UVYUUQGGBNKRFU-ZDUSSCGKSA-N,12414274.0
YLOYXTXFQUNHHV-XWRSMLSYSA-N,101985995.0
IFSJVHMZFISVOZ-SFMJQTNTSA-N,102034324.0
HPQCORAGRLMEDL-LYOPSEMQSA-N,162850805.0
PKKTXAMCHLIVDS-UHFFFAOYSA-N,338279.0
ZMEDOYHRMAKLBS-UHFFFAOYSA-N,86017483.0
BOUDARFVWGDGSN-PVAMVCSVSA-N,162882184.0
DOQQMRLZZIAMSN-CZVFHILGSA-N,162870819.0
SPNCVPCCAKJODZ-GNCYRLBNSA-N,163088366.0
YCQMGTFAKICNOS-MZYCLFAISA-N,101485499.0
GEJWFAFQALIJIQ-VTKGZLJISA-N,162969992.0
XZKNRQNOZWYUMT-GUIRCDHDSA-N,10879127.0
VBZBMHHXONIZHW-NVTTYYAUSA-N,14756449.0
KWAOMPWGIIXDPH-UJONCCOVSA-N,443694.0
ATGABXDKTMWXAQ-YNVFHBRFSA-N,162891017.0
FQTLCLSUCSAZDY-ATGUSINASA-N,5281525.0
MWOOGOJBHIARFG-UHFFFAOYSA-N,1183.0
MCJAKNZUJXCHOQ-IVZDYFLXSA-N,162844067.0
DGVWCAONVNVPRJ-PSAXZYJKSA-N,100945034.0
YXUIYDNZDJXDFI-ISRLNJNESA-N,101396724.0
KDARIUDGXONUBS-BJERLSQVSA-N,
IHPKGUQCSIINRJ-NTMALXAHSA-N,5320250.0
IYSBWLRXTOIYFZ-RDAPGVDQSA-N,162909346.0
LPMDVPSGPHJDJI-DLNHYIPASA-N,
RWUFSDSPFFBHHT-QUOXUHNXSA-N,14355505.0
KUSXBOZNRPQEON-LNFBDUAVSA-N,11824478.0
MMSKHYSDSPMHKQ-WQSRGKGMSA-N,162891356.0
OGDFTQDRHAGLTB-PWCSWUJKSA-N,
ZROGCCBNZBKLEL-MPRHSVQHSA-N,119258.0
IMJCEVWDXKCHOI-UHFFFAOYSA-N,68221.0
WKUHPOMCLBLCOV-MIUGBVLSSA-N,11016019.0
HZSSIVBUAMEIEB-UHFFFAOYSA-N,518464.0
AVFIYMSJDDGDBQ-FZZIBODNSA-N,44453629.0
KMLCBJWFZDXLFN-BFEIJTHESA-N,71712663.0
FTYXVXCMXAENOM-OJLVUWQFSA-N,101683456.0
HKAIYTYUJIXIHQ-HMZGLDLJSA-N,11288945.0
HLZVPWRVYKJCMY-QDKFTSETSA-N,162842864.0
RLWGUGMJDNRONP-UHFFFAOYSA-N,
NUVAJKJDTZTFLK-ZOOYRBDCSA-N,163046082.0
CAHQQYHQUHYOGU-LZIZUESTSA-N,13919623.0
UIDGLYUNOUKLBM-YTFRHVLBSA-N,44259336.0
PTWUMSGLZPRHJW-RZRATATOSA-N,101627297.0
DVWKMCPPEMUHBE-KUCLMONLSA-N,24982202.0
VEBVPUXQAPLADL-POYOOMFHSA-N,442042.0
SHPPXMGVUDNKLV-LYDGRTCHSA-N,162900600.0
CXQGCXRSBDXDEL-MPSAXPHCSA-N,162985261.0
OGBHHUAQJLETIY-ADJBLJIQSA-N,101012713.0
DUWPGRAKHMEPCM-IZZDOVSWSA-N,5281255.0
NRJBCHONNAYGLK-YGBFRMIDSA-N,162967702.0
DVMLAMKRQMRWRG-JIXLKCBHSA-N,162890868.0
AJZKDFNTXHJZSL-FKFIUFPYSA-N,163085616.0
RSKOPEQHBSFOLQ-OTHZFUNLSA-N,91895465.0
CAHQQYHQUHYOGU-LFJBMYJGSA-N,
HJSVKCKJGOVSJG-MCQNMBRLSA-N,162817130.0
WXIOZXZWVKCFJU-DGAGHFCLSA-N,162856315.0
JFZZVNOEGLOJCR-KAINSXHYSA-N,102022914.0
KYVUMEGNMQDSHO-ISEXSMSQSA-N,14038300.0
HEJVISJCOQSDIH-URUZQALBSA-N,14021480.0
ZASFHSAGASJGRN-UHFFFAOYSA-N,5280695.0
DPQYOKVMVCQHMY-QPSCCSFWSA-N,15560333.0
SFLYHLDZSLIEMY-ARJAWSKDSA-N,
FMTKDBAFFLJGGS-XZZDIUTQSA-N,162816969.0
MIZMDSVSLSIMSC-VYLWARHZSA-N,164754.0
NFXOTMZBYZYFBR-ZNKFUYKASA-N,162817004.0
LXRVXBFTUIHPMV-UHRPCDMCSA-N,102442730.0
KCBLTSLTPXUEEF-IJNYNHLPSA-N,162877776.0
NQWVSMVXKMHKTF-JKSUJKDBSA-N,64981.0
MNWFXJYAOYHMED-UHFFFAOYSA-N,8094.0
QQMJLNCENDJRCL-NXEZZACHSA-N,71423340.0
RFBNSYVWJNUVHE-INIZCTEOSA-N,44424648.0
IRZVHDLBAYNPCT-UHFFFAOYSA-N,5281954.0
KMOUJOKENFFTPU-MKJMBMEGSA-N,12304093.0
FMLHJJVSHOCVAU-UHFFFAOYSA-N,21593830.0
UPVZPMJSRSWJHQ-BTFPBAQTSA-N,21722369.0
LYGRISUQIZNHGM-IVABAYMNSA-N,440221.0
YJILUWQPXMLLTN-UHFFFAOYSA-N,10514946.0
VMYJORXFBILIJU-UHFFFAOYSA-N,1023565.0
MKNPSCYLXYXFEY-HULFFUFUSA-N,101415749.0
LKPJBEBGOBIWTE-ADLAMVQOSA-N,163195227.0
MBABCNBNDNGODA-CHDRXMHHSA-N,42607501.0
XFUMYDOALKXGJI-QALKEGLVSA-N,
OKVJCVWFVRATSG-UHFFFAOYSA-N,102.0
RZECWDZMTHMQDD-UWJYYQICSA-N,5489042.0
JQULEGADLKYNAU-UHFFFAOYSA-N,162909388.0
NJTYUJFKRSBELS-URUZQALBSA-N,14021489.0
UKSPRKDZNYSFRL-NGYPZUIWSA-N,101504843.0
NOQVBHHOUTTZGE-LUZNJDLOSA-N,76308652.0
LIIALPBMIOVAHH-UHFFFAOYSA-N,10748.0
GLZPCOQZEFWAFX-JXMROGBWSA-N,637566.0
CWVRJTMFETXNAD-NXLLHMKUSA-N,5280633.0
QATUWZPYBIHFFR-UVXIKMMUSA-N,49767028.0
RUGBKCUWZCCZDR-GXFJTLABSA-N,6475609.0
GWGZWWJGPJAMCO-AWUINLEFSA-N,162816861.0
VWDLOXMZIGUBKM-AUGXRQBFSA-N,6602508.0
LWJJYAYQOTXATC-IZZDOVSWSA-N,91700476.0
YCHJWRVSZGGWFE-DONFCBROSA-N,162977212.0
WRTOUBQZZGFLLV-GMVKGQTGSA-N,10648900.0
IGOMNRZBTQVLBU-VINWQNLFSA-N,101630422.0
UUQJTIHOVGMQIH-UHFFFAOYSA-N,3084066.0
XNTMFHCBZXYPAS-PROGSAJMSA-N,162870658.0
KCGNEJMISVWXCF-CWNJIBBWSA-N,162817587.0
UQZPIWLVCRZJBY-BFHJAPCYSA-N,21579182.0
RVEJNTZMTMKGPW-XVMGYKCHSA-N,101631682.0
HZMQJHMUAPRPTR-SNAWJCMRSA-N,
MFHUSFRUEBKKNJ-JARUQAPTSA-N,163194353.0
LXEVSYZNYDZSOB-UHFFFAOYSA-N,96539.0
PZZRDJXEMZMZFD-NNEMTEQFSA-N,5320830.0
IRUIGQKPFNFHOD-DBKVWBBNSA-N,14705662.0
NITWSHWHQAQBAW-QPJJXVBHSA-N,5319562.0
GZCGUPFRVQAUEE-KCDKBNATSA-N,3037556.0
YMMKIABKOQVXIK-UHFFFAOYSA-N,102420162.0
ZAZKJZBWRNNLDS-UHFFFAOYSA-N,31284.0
BLPXNSSTDKKRFC-HZPDHXFCSA-N,
FLKPEMZONWLCSK-UHFFFAOYSA-N,6781.0
GOXPCQLRLJMQIY-KXEAFHOWSA-N,
GAZLXCUGSNLNIA-NMKXLXIOSA-N,163097343.0
KSBALECVCJXYHU-IBGZPJMESA-N,5318528.0
RVKRJABUQLMQNO-FCURCJOESA-N,23786315.0
WLYRUZQGIVCRDD-HQUNYENUSA-N,162975634.0
CKPJPJSVQMEGBC-SQEGYQCZSA-N,72614.0
XVIQCCFXDXUXNE-JPJACQMESA-N,21575473.0
FOHXFLPXBUAOJM-OPAWWROQSA-N,53809877.0
GJRMHIXYLGOZSE-JDFRZJQESA-N,443723.0
FNHXGYITEDATDS-DHZHZOJOSA-N,12485235.0
LKZDFKLGDGSGEO-UJECXLDQSA-N,5282155.0
YLYJXNTZVUEFJZ-DODNOZFWSA-N,10095770.0
LHVHLTYUKQOIQB-NGIKCFRHSA-N,
FYTRVXSHONWYNE-UHFFFAOYSA-N,12777.0
LQSMCJIWJYQNBD-JNXIOCFWSA-N,162991502.0
FSJGQFHHFGJQNB-VGVGNWBGSA-N,162965053.0
MGYFZCUYTCZBNN-ZINXSWEGSA-N,162913955.0
VNKCRRIDZAQRBP-QSLWVIQJSA-N,101675253.0
UDYKDZHZAKSYCO-OHJDNFKWSA-N,5458626.0
PQWZTIFQLLOKAH-SBKQUWTASA-N,100918314.0
XDDPFUCCKIMFOG-ONEGZZNKSA-N,6439701.0
KLZWSNKEPLKAOS-DLKSVJEFSA-N,101677436.0
LRWLAXJSFDAHQE-ZSMQZHQSSA-N,
CRWHRMSWJOLABX-NXWCFRFGSA-N,53297431.0
GAQMOGICQDOKHD-NSERFXOASA-N,101831568.0
PFTAWBLQPZVEMU-UKRRQHHQSA-N,72276.0
VSHTWPWTCXQLQN-UHFFFAOYSA-N,14310.0
IOWHRFKVRZOMCP-SKTKMLTQSA-N,162975263.0
BQBSEIUTJXPVJP-UHFFFAOYSA-N,5488695.0
JYXSWDCPHRTYGU-SOABXMLTSA-N,162913293.0
XCLFXSUTXZKNFU-QGBLDOQRSA-N,24862590.0
AQBZCCQCDWNNJQ-AUSIDOKSSA-N,114909.0
MIJYXULNPSFWEK-KDQGZELNSA-N,11869658.0
IKGXIBQEEMLURG-VBBKRDLBSA-N,162995331.0
QEKUAMYPTPQAPS-MAZPRZIYSA-N,
LAGHKRLLDKVJHS-UFEHZTMNSA-N,162960244.0
LGFCSRDJBFILEF-UHFFFAOYSA-N,621439.0
ZELMDXUEWHBWPN-UHFFFAOYSA-N,18504424.0
DWZSQRJGZJNUEK-UHFFFAOYSA-N,338941.0
CTLWQCZIDQRFSU-RMLZDUNISA-N,
VJJZJBUCDWKPLC-UHFFFAOYSA-N,5280862.0
OWPWFVVPBYFKBG-NYVHBPEFSA-N,16142.0
SZIDPCXTWHHMAY-AVUJHWDWSA-N,101069232.0
HVDGDHBAMCBBLR-WMLDXEAASA-N,10685477.0
IIOXAOGAOJDHDX-ZVIJCYGTSA-N,163079020.0
YMCCUVWXVOLFTA-YMUWMDDLSA-N,163004368.0
GNOBKKNJWOFLHO-UHFFFAOYSA-N,579650.0
PQCLZBCFLJVBGA-INIZCTEOSA-N,908164.0
NVECILAMICWAEO-SHFWLMCQSA-N,11381632.0
APMKESKZWHNIDJ-PFFFPCNUSA-N,53320574.0
BGHCVCJVXZWKCC-UHFFFAOYSA-N,12389.0
GTYUWNQOOLJZBM-FTQJZPFOSA-N,13817985.0
LIIFBMGUDSHTOU-GCNWHLNUSA-N,6454747.0
WNANPKYNOALKIV-RBBNJCGNSA-N,101313320.0
RXVROCWTMVACDR-SOUOMJQJSA-N,163070407.0
YUXKALAHBAQAGM-FYHUEPBQSA-N,163026616.0
MRFPQFVZJYNWQG-NNDIVSOISA-N,162817539.0
SPBXWHYKZFRVQR-MPZSIRCYSA-N,163024799.0
HKZBITUPSARTTA-PRSDZHTHSA-N,163020465.0
UFUNZTHIOJRTHF-DRAFNHJNSA-N,12071383.0
LCIFXEQPXQVBGL-UHFFFAOYSA-N,2733956.0
RBHIUNHSNSQJNG-QVNBGCGHSA-N,10931827.0
PHDAMXFKBIUHBU-SOYKGTTHSA-N,10005036.0
XTDOKCBBQODVJW-NDFOEGSWSA-N,101239919.0
LWDKIUHKLIZGEF-LRJNHNEYSA-N,101705414.0
PPQNPWHVWBVJFM-GCRFNLCUSA-N,
QCYNQLVLOBLZFY-MFTLYIETSA-N,54578251.0
FQWLMRXWKZGLFI-YVYUXZJTSA-N,5281728.0
XMGQYMWWDOXHJM-JTQLQIEISA-N,440917.0
FKTPLNFTYJEAAB-UHFFFAOYSA-N,159926.0
XXIKKMLIDXLAIK-RFKFVWFBSA-N,10906239.0
DCSCXTJOXBUFGB-JGVFFNPUSA-N,92874.0
UJOADTPCXQMFOK-XFJKCCJTSA-N,52931498.0
GPWOVUKAMABICF-DHKWMEDESA-N,162934240.0
JYUMFQAYFIHMCL-BIMQEMHKSA-N,71712666.0
IQIGECASJMDDMD-UHFFFAOYSA-N,5281651.0
