inchi_key,cids
PUPKKEQDLNREIM-DGHCMIAQSA-N,118705169.0
UPDMQTYYPHMZOD-UHFFFAOYSA-N,12313147.0
OMMQWNOUUITFLJ-DBBSPNDZSA-N,162857193.0
JWBPWNWPEVPCMJ-XJQHZFAKSA-N,163006236.0
JKPJAGPPCVHEDC-DYZGIDQESA-N,162817159.0
XBJOAZYNSZDFSF-RBZFPXEDSA-N,442084.0
TXSIFZZILWRCIY-XWXMLLEXSA-N,101289676.0
XUINKEIPBTYUJP-CLFYSBASSA-N,6428432.0
OTTFLYUONKAFGT-OYSGWTEZSA-N,5281366.0
TVZVGKUKJBIRJK-ULWCJKCRSA-N,163013634.0
PRGOXDRZYVDBGK-RPKVYTBNSA-N,6440538.0
JYBSSLMXUMPPMA-YBOBLLOLSA-N,
VNHVNFCIDMAHID-LABABFMDSA-N,162919160.0
WQUKMIHCFQFPQG-BSCSQGBWSA-N,12132773.0
PQDRXUSSKFWCFA-STMXVASLSA-N,16058296.0
WNKFEXKDGKVVRU-SDIVBXRLSA-N,
DFYGRQMGQVVBBH-BGUOAHLNSA-N,162955918.0
SFPWDWLORNWKSK-LACSLYJWSA-N,163186974.0
MALXHMZMDNQTEH-JQPAHKDCSA-N,162852084.0
XYWBLAUDERPPOJ-XYOKQWHBSA-N,14021432.0
MXOILUJUCPTKGJ-NXVPVDKWSA-N,102165828.0
ZGVSETXHNHBTRK-UDJLNJFBSA-N,9549171.0
WJMWQOAVNBMCKR-UHFFFAOYSA-N,3083701.0
JTUGHXNNGQUKSQ-NLNCTDRMSA-N,163191589.0
ZNHMFNWRNCFYHA-HIFRSBDPSA-N,23624522.0
WDUNUSJSSNMPGY-YLKNCYKBSA-N,162983204.0
SOJTZUAZXXREQB-HTQZYQBOSA-N,101910086.0
LSCSUEAXTUGLRK-UHFFFAOYSA-N,23757217.0
DNPBJHZABOJXGA-UXDJGGMSSA-N,15450102.0
QAFUKSNXYIHAIR-GWFMGMDKSA-N,46844881.0
QVZYHISQRYCOFW-GZBLMMOJSA-N,163037008.0
YEIGSYFTXGPBIB-NGKGQXKNSA-N,22213227.0
