original_name,gbif_id,gbif_accepted_id,gbif_accepted_name,kingdom,genus,species,gbif_key
Eleutherococcus brachypus,3035296,,Eleutherococcus brachypus (Harms) Nakai,Plantae,Eleutherococcus,brachypus,3035296
Embelia keniensis,3720469,,Embelia keniensis R.E.Fr.,Plantae,Embelia,keniensis,3720469
Erythrospermum monticolum,8350553,,Erythrospermum monticola Thouars,Plantae,Erythrospermum,monticolum,8350553
Erythroxylum daphnites,3694174,,Erythroxylum daphnites Mart.,Plantae,Erythroxylum,daphnites,3694174
Erythroxylum laurifolium,3694277,,Erythroxylum laurifolium Lam.,Plantae,Erythroxylum,laurifolium,3694277
Eucalyptus rudis,3177119,,Eucalyptus rudis Endl.,Plantae,Eucalyptus,rudis,3177119
Eugenia hyemalis,5938280,,Eugenia hiemalis Cambess.,Plantae,Eugenia,hyemalis,5938280
Euphorbia pilulifera,8055080,,"Euphorbia pilulifera L. ex Boiss., 1862",Plantae,Euphorbia,pilulifera,8055080
Eurya tigang,3591993,,Eurya tigang K.Schum. & Lauterb.,Plantae,Eurya,tigang,3591993
Flindersia pimenteliana,7401505,,Flindersia pimenteliana F.Muell.,Plantae,Flindersia,pimenteliana,7401505
Helianthus maximiliani,3119206,,Helianthus maximiliani Schrad.,Plantae,Helianthus,maximiliani,3119206
Hypericum attenuatum,8225144,,Hypericum attenuatum Fisch. ex Choisy,Plantae,Hypericum,attenuatum,8225144
Hypericum bithynicum,3714923,,Hypericum bithynicum Boiss.,Plantae,Hypericum,bithynicum,3714923
Hypericum caprifolium,3714363,,Hypericum caprifolium Boiss.,Plantae,Hypericum,caprifolium,3714363
Hypericum connatum,7330249,,Hypericum connatum Lam.,Plantae,Hypericum,connatum,7330249
Hypericum glandulosum,8332804,,Hypericum glandulosum Dryand. ex Aiton,Plantae,Hypericum,glandulosum,8332804
Hypericum graveolens,3189490,,Hypericum graveolens Buckley,Plantae,Hypericum,graveolens,3189490
Hypericum kamtschaticum,7329915,,Hypericum kamtschaticum Ledeb.,Plantae,Hypericum,kamtschaticum,7329915
Hypericum montbretii,3714469,,Hypericum montbretii Spach,Plantae,Hypericum,montbretii,3714469
Hypericum myrianthum,7330296,,Hypericum myrianthum Cham. & Schltdl.,Plantae,Hypericum,myrianthum,7330296
Hypericum punctatum,3189495,,Hypericum punctatum Lam.,Plantae,Hypericum,punctatum,3189495
Hypericum venustum,3714934,,Hypericum venustum Fenzl,Plantae,Hypericum,venustum,3714934
Kunzea ambigua,5420044,,Kunzea ambigua (Sm.) Druce,Plantae,Kunzea,ambigua,5420044
Leptobalanus apetalus,10289996,,Leptobalanus apetalus (E.Mey.) Sothers & Prance,Plantae,Leptobalanus,apetalus,10289996
Lepuropetalon spathulatum,3032890,,Lepuropetalon spathulatum (Muhl.) Elliott,Plantae,Lepuropetalon,spathulatum,3032890
Loranthus kaoi,5640162,4000856.0,Loranthus kaoi (J.M.Chao) H.S.Kiu,Plantae,Loranthus,kaoi,4000856
Lysimachia thyrsiflora,3169358,,Lysimachia thyrsiflora L.,Plantae,Lysimachia,thyrsiflora,3169358
Maieta guianensis,3857853,10850760.0,Maieta guianensis Aubl.,Plantae,Maieta,guianensis,10850760
Melastoma candidum,3188513,5834766.0,Melastoma candidum D.Don,Plantae,Melastoma,candidum,5834766
Myriophyllum aquaticum,5361785,,Myriophyllum aquaticum (Vell.) Verdc.,Plantae,Myriophyllum,aquaticum,5361785
Nymphaea elegans,2882415,,Nymphaea elegans Hook.,Plantae,Nymphaea,elegans,2882415
Ochna calodendron,3695179,,Ochna calodendron Gilg & Mildbr.,Plantae,Ochna,calodendron,3695179
Oenothera affinis,3188847,,Oenothera affinis Cambess.,Plantae,Oenothera,affinis,3188847
Oenothera texensis,3188800,,Oenothera texensis P.H.Raven & D.R.Parn.,Plantae,Oenothera,texensis,3188800
Parinari anamensis,2984952,,Parinari anamensis Hance,Plantae,Parinari,anamensis,2984952
Parinari campestris,2984941,,Parinari campestris Aubl.,Plantae,Parinari,campestris,2984941
Parinari canarioides,2984994,,Parinari canarioides Kosterm.,Plantae,Parinari,canarioides,2984994
Parinari costata,2984981,,Parinari costata Blume,Plantae,Parinari,costata,2984981
Parinari hypochrysea,8351829,,Parinari hypochrysea Mildbr. ex Letouzey & F.White,Plantae,Parinari,hypochrysea,8351829
Parinari klugii,2984967,,Parinari klugii Prance,Plantae,Parinari,klugii,2984967
Parinari obtusifolia,2985023,,Parinari obtusifolium Hook.fil.,Plantae,Parinari,obtusifolia,2985023
Parinari sumatrana,8048055,,"Parinari sumatrana Kurz, 1877",Plantae,Parinari,sumatrana,8048055
Peripterygia marginata,3793533,,Peripterygia marginata (Baill.) Loes.,Plantae,Peripterygia,marginata,3793533
Persicaria hastatosagittata,8339396,,Persicaria hastatosagittata (Makino) Nakai ex Mori,Plantae,Persicaria,hastatosagittata,8339396
Polygonum glaucum,5334320,,Polygonum glaucum Nutt.,Plantae,Polygonum,glaucum,5334320
Prunus tomentosa,3020838,,Prunus tomentosa Thunb.,Plantae,Prunus,tomentosa,3020838
Rhododendron yedoense poukhanense,7891371,,Rhododendron yedoense f. poukhanense (H.Lév.) Sugim. ex T.Yamaz.,Plantae,Rhododendron,yedoense,7891371
Rodgersia pinnata,7339484,,Rodgersia pinnata Franch.,Plantae,Rodgersia,pinnata,7339484
Salix chaenomeloides,7266635,,Salix chaenomeloides Kimura,Plantae,Salix,chaenomeloides,7266635
Salvia pubescens,3890517,,Salvia pubescens Benth.,Plantae,Salvia,pubescens,3890517
Salvia tonalensis,3885476,,Salvia tonalensis Brandegee,Plantae,Salvia,tonalensis,3885476
Schisandra plena,3745303,,Schisandra plena A.C.Sm.,Plantae,Schisandra,plena,3745303
Scurrula ferruginea,4001492,,Scurrula ferruginea (Roxb. ex Jack) Danser,Plantae,Scurrula,ferruginea,4001492
Senecio dolichodoryius,3106905,3109954.0,Senecio dolichodoryius Cuatrec.,Plantae,Senecio,dolichodoryius,3109954
Sidastrum paniculatum,3152803,,Sidastrum paniculatum (L.) Fryxell,Plantae,Sidastrum,paniculatum,3152803
Strophanthus preussii,3169615,,Strophanthus preussii Engl. & Pax,Plantae,Strophanthus,preussii,3169615
Symphoricarpos rivularis,3857030,6369607.0,Symphoricarpos rivularis Suksd.,Plantae,Symphoricarpos,rivularis,6369607
Taxillus kaempferi,7287913,,Taxillus kaempferi (DC.) Danser,Plantae,Taxillus,kaempferi,7287913
Trimenia moorei,5602692,,Trimenia moorei (Oliv.) Philipson,Plantae,Trimenia,moorei,5602692
Ungnadia speciosa,3190006,,Ungnadia speciosa Endl.,Plantae,Ungnadia,speciosa,3190006
Betonica officinalis,2927280,,Betonica officinalis L.,Plantae,Betonica,officinalis,2927280
Eriophorum scheuchzeri,2730240,,Eriophorum scheuchzeri Hoppe,Plantae,Eriophorum,scheuchzeri,2730240
Erigeron multiradiatus,7880983,,Erigeron multiradiatus (Lindl. ex DC.) Benth.,Plantae,Erigeron,multiradiatus,7880983
Acacia binervata,2979161,,Acacia binervata DC.,Plantae,Acacia,binervata,2979161
Acacia cardiophylla,2978934,,Acacia cardiophylla A.Cunn. ex Benth.,Plantae,Acacia,cardiophylla,2978934
Acacia chrysotricha,2978703,,Acacia chrysotricha Tindale,Plantae,Acacia,chrysotricha,2978703
Acacia constablei,2978664,,Acacia constablei Tindale,Plantae,Acacia,constablei,2978664
Acacia cultriformis,2979559,,Acacia cultriformis A.Cunn. ex G.Don,Plantae,Acacia,cultriformis,2979559
Acacia decurrens,2979778,,Acacia decurrens Willd.,Plantae,Acacia,decurrens,2979778
Acacia elata,2973176,,Acacia elata A.Cunn. ex Benth.,Plantae,Acacia,elata,2973176
Acacia filicifolia,2978228,,Acacia filicifolia Cheel & M.B.Welch,Plantae,Acacia,filicifolia,2978228
Acacia holosericea,2978751,,Acacia holosericea A.Cunn. ex G.Don,Plantae,Acacia,holosericea,2978751
Acacia irrorata,2978711,,Acacia irrorata Sieber ex Spreng.,Plantae,Acacia,irrorata,2978711
Acacia kettlewelliae,2979861,,Acacia kettlewelliae Maiden,Plantae,Acacia,kettlewelliae,2979861
Acacia leucoclada,2979812,,Acacia leucoclada Tindale,Plantae,Acacia,leucoclada,2979812
Acacia neriifolia,2980432,,Acacia neriifolia A.Cunn. ex Benth.,Plantae,Acacia,neriifolia,2980432
Acacia oshanesii,2980548,,Acacia oshanesii F.Muell. & Maiden,Plantae,Acacia,oshanesii,2980548
Acacia parramattensis,2980933,,Acacia parramattensis Tindale,Plantae,Acacia,parramattensis,2980933
Acacia polyacantha subsp.camphylacantha,2981166,6710012.0,Acacia polyacantha subsp. campylacantha (Hochst. ex A.Rich.) Brenan,Plantae,Acacia,polyacantha,6710012
Acacia seyal,8142432,,Vachellia Wight & Arn.,Plantae,Acacia,seyal,8142432
Acacia silvestris,2978832,,Acacia silvestris Tindale,Plantae,Acacia,silvestris,2978832
Acacia trachyphloia,2978893,,Acacia trachyphloia Tindale,Plantae,Acacia,trachyphloia,2978893
Acacia vestita,2980497,,Acacia vestita Ker Gawl.,Plantae,Acacia,vestita,2980497
Aspidosperma olivaceum,7316913,,Aspidosperma olivaceum Müll.Arg.,Plantae,Aspidosperma,olivaceum,7316913
Eugenia brasiliensis,5416882,,Eugenia brasiliensis Lam.,Plantae,Eugenia,brasiliensis,5416882
Felicia wrightii,5401227,,Felicia wrightii Hilliard & B.L.Burtt,Plantae,Felicia,wrightii,5401227
Helichrysum cymosum,3131345,,Helichrysum cymosum (L.) D.Don,Plantae,Helichrysum,cymosum,3131345
Litsea lancifolia,8956507,,Litsea lancifolia (Roxb. ex Nees),Plantae,Litsea,lancifolia,8956507
Mentha gattefossei,3900824,,Mentha gattefossei Maire,Plantae,Mentha,gattefossei,3900824
Psoralea repens,2944083,,Psoralea repens P.J.Bergius,Plantae,Psoralea,repens,2944083
Pterocarpus angolensis,5349240,,Pterocarpus angolensis DC.,Plantae,Pterocarpus,angolensis,5349240
Quercus acutissima,2877959,,Quercus acutissima Carruth.,Plantae,Quercus,acutissima,2877959
Rhynchosia caribaea,5350566,,Rhynchosia caribaea (Jacq.) DC.,Plantae,Rhynchosia,caribaea,5350566
Rhynchosia hirsuta,5350717,,Rhynchosia hirsuta Eckl. & Zeyh.,Plantae,Rhynchosia,hirsuta,5350717
Rhynchosia phaseoloides,5350882,,Rhynchosia phaseoloides (Sw.) DC.,Plantae,Rhynchosia,phaseoloides,5350882
Rhynchosia pyramidalis,5350702,,Rhynchosia pyramidalis (Lam.) Urb.,Plantae,Rhynchosia,pyramidalis,5350702
Ribes fasciculatum var. chinense,6708962,,Ribes fasciculatum var. chinense Maxim.,Plantae,Ribes,fasciculatum,6708962
Saxifraga cuneifolia,7663587,,Saxifraga cuneifolia L.,Plantae,Saxifraga,cuneifolia,7663587
Strongylodon macrobotrys,2981499,,Strongylodon macrobotrys A.Gray,Plantae,Strongylodon,macrobotrys,2981499
Teyleria koordersii,2956212,2956215.0,Teyleria koordersii (Backer) Backer,Plantae,Teyleria,koordersii,2956215
Trifolium campestre,5359477,,Trifolium campestre Schreb.,Plantae,Trifolium,campestre,5359477
Trifolium globosum,5358692,,Trifolium globosum L.,Plantae,Trifolium,globosum,5358692
Ulex boivinii,7394326,,"Ulex boivinii Willk., 1877",Plantae,Ulex,boivinii,7394326
Ulex genistoides,7980539,,"Ulex genistoides Clemente, 1807",Plantae,Ulex,genistoides,7980539
Ulex micranthus,2952019,,Ulex micranthus Lange,Plantae,Ulex,micranthus,2952019
Ulex minor,2951968,,Ulex minor Roth,Plantae,Ulex,minor,2951968
Vandasina retusa,2963762,,Vandasina retusa (Benth.) Rauschert,Plantae,Vandasina,retusa,2963762
Vigna subterranea,2982714,,Vigna subterranea (L.) Verdc.,Plantae,Vigna,subterranea,2982714
Phoenix hanceana,8245488,,"Phoenix hanceana hort. ex Wendl., 1878",Plantae,Phoenix,hanceana,8245488
Harpagophytum procumbens var. sublobatum,8169011,7917035.0,Harpagophytum procumbens var. sublobatum (Engl.) Stapf,Plantae,Harpagophytum,procumbens,7917035
Sapium pachystachys,5379831,,Sapium pachystachys K.Schum. & Pittier,Plantae,Sapium,pachystachys,5379831
Scrophularia chrysantha,3738504,,Scrophularia chrysantha Jaub. & Spach,Plantae,Scrophularia,chrysantha,3738504
Scrophularia spicata,3735752,,Scrophularia spicata Franch.,Plantae,Scrophularia,spicata,3735752
Verbascum aphentulium,3741800,,Verbascum aphentulium Heldr.,Plantae,Verbascum,aphentulium,3741800
Verbascum blattaria,3171943,,Verbascum blattaria L.,Plantae,Verbascum,blattaria,3171943
Verbascum boerhavii,8309638,,Verbascum boerhavii L.,Plantae,Verbascum,boerhavii,8309638
Verbascum bombyciferum,3741100,,Verbascum bombyciferum Boiss.,Plantae,Verbascum,bombyciferum,3741100
Verbascum capitis-viridis,3740849,,Verbascum capitis-viridis Hub.-Mor.,Plantae,Verbascum,capitis-viridis,3740849
Verbascum chaixii,8949622,,Verbascum chaixii Vill.,Plantae,Verbascum,chaixii,8949622
Verbascum georgicum,3739500,,Verbascum georgicum Benth.,Plantae,Verbascum,georgicum,3739500
Verbascum gnaphalodes,3739361,,Verbascum gnaphalodes M.Bieb.,Plantae,Verbascum,gnaphalodes,3739361
Verbascum leucophyllum,3738271,,Verbascum leucophyllum Griseb.,Plantae,Verbascum,leucophyllum,3738271
Verbascum mallophorum,3737902,,Verbascum mallophorum Boiss. & Heldr.,Plantae,Verbascum,mallophorum,3737902
Verbascum niveum,3737527,,Verbascum niveum Ten.,Plantae,Verbascum,niveum,3737527
Verbascum olympicum,7589232,,Verbascum olympicum Boiss.,Plantae,Verbascum,olympicum,7589232
Verbascum oreophilum,7332872,,Verbascum oreophilum K.Koch,Plantae,Verbascum,oreophilum,7332872
Verbascum ovalifolium,7472726,,Verbascum ovalifolium Donn.Sm. ex Sims,Plantae,Verbascum,ovalifolium,7472726
Verbascum pulverulentum,3171941,,Verbascum pulverulentum Vill.,Plantae,Verbascum,pulverulentum,3171941
Verbascum pyramidatum,3736698,,Verbascum pyramidatum M.Bieb.,Plantae,Verbascum,pyramidatum,3736698
Verbascum roripifolium,3736536,,Verbascum roripifolium (Halácsy) I.K.Ferguson,Plantae,Verbascum,roripifolium,3736536
Verbascum sinuatum,3171946,,Verbascum sinuatum L.,Plantae,Verbascum,sinuatum,3171946
Verbascum speciosum,3171952,,Verbascum speciosum Schrad.,Plantae,Verbascum,speciosum,3171952
Verbascum spectabile,7559993,3736418.0,Verbascum spectabile M.Bieb.,Plantae,Verbascum,spectabile,3736418
Dorstenia elliptica,3765058,,Dorstenia elliptica Bureau,Plantae,Dorstenia,elliptica,3765058
Chrysothamnus paniculatus,3102957,3102955.0,Chrysothamnus paniculatus (A.Gray) H.M.Hall,Plantae,Chrysothamnus,paniculatus,3102955
Corylopsis spicata,3702764,,Corylopsis spicata Siebold & Zucc.,Plantae,Corylopsis,spicata,3702764
Encelia farinosa,3118746,,Encelia farinosa A.Gray ex Torr.,Plantae,Encelia,farinosa,3118746
Espeletiopsis tachirensis,3139336,3105082.0,Espeletiopsis × tachirensis (Aristeg.) Cuatrec.,Plantae,Espeletiopsis,tachirensis,3105082
Isertia pittieri,2903519,,Isertia pittieri (Standl.) Standl.,Plantae,Isertia,pittieri,2903519
Scorzonera veratrifolia,3110975,11863873.0,Scorzonera veratrifolia Fenzl,Plantae,Scorzonera,veratrifolia,11863873
Artemisia gracilescens,3121488,,Artemisia gracilescens Krasch. & Iljin,Plantae,Artemisia,gracilescens,3121488
Artemisia granatensis,3121429,,Artemisia granatensis Boiss.,Plantae,Artemisia,granatensis,3121429
Conyza linifolia,7732350,,"Conyza linifolia Burm.f., 1768",Plantae,Conyza,linifolia,7732350
Delphinium gracile,3920617,,Delphinium gracile DC.,Plantae,Delphinium,gracile,3920617
Crotalaria pycnostachya,2941725,,Crotalaria pycnostachya Benth.,Plantae,Crotalaria,pycnostachya,2941725
Echium humile,8263679,,Echium humile Desf.,Plantae,Echium,humile,8263679
Senecio cacaliaster,3108668,,Senecio cacaliaster Lam.,Plantae,Senecio,cacaliaster,3108668
Senecio caudatus,3107088,,Senecio caudatus DC.,Plantae,Senecio,caudatus,3107088
Senecio hydrophilus,3107366,,Senecio hydrophilus Nutt.,Plantae,Senecio,hydrophilus,3107366
Senecio triangularis,3108906,,Senecio triangularis Hook.,Plantae,Senecio,triangularis,3108906
Alternanthera bettzickiana,8189919,,Alternanthera bettzickiana (Regel) G.Nicholson,Plantae,Alternanthera,bettzickiana,8189919
Cannabis sp.,2984538,,Cannabis L.,Plantae,Cannabis,sp.,2984538
Crotalaria verrucosa,2942654,,Crotalaria verrucosa L.,Plantae,Crotalaria,verrucosa,2942654
Croton kongensis,3060155,,Croton kongensis Gagnep.,Plantae,Croton,kongensis,3060155
Cunila spicata,5610927,,Cunila spicata Benth.,Plantae,Cunila,spicata,5610927
Cyclanthera pedata,2874529,,Cyclanthera pedata (L.) Schrad.,Plantae,Cyclanthera,pedata,2874529
Desmodium Triflorum,11697465,,"Desmodium spec (Linnaeus, 1753)",Plantae,Desmodium,Triflorum,11697465
Desmodium triflorum,9615544,,Grona Lour.,Plantae,Desmodium,triflorum,9615544
Dianthus pseudosquarrosus,3809369,6710530.0,Dianthus pseudosquarrosus (Novák) Klokov,Plantae,Dianthus,pseudosquarrosus,6710530
Diphysa americana,5357263,,Diphysa americana (Mill.) M.Sousa,Plantae,Diphysa,americana,5357263
Diphysa carthagenensis,5357252,,Diphysa carthagenensis Jacq.,Plantae,Diphysa,carthagenensis,5357252
Diphysa robinioides,2965025,,Diphysa Jacq.,Plantae,Diphysa,robinioides,2965025
Drymaria diandra,5588135,,Drymaria diandra Blume,Plantae,Drymaria,diandra,5588135
Eucomis punctata,2775150,2775144.0,Eucomis punctata L'Hér.,Plantae,Eucomis,punctata,2775144
Gentiana argentea,7270404,,Gentiana argentea (Royle ex D.Don) Royle ex D.Don,Plantae,Gentiana,argentea,7270404
Gentiana linearis,3170063,,Gentiana linearis Froel.,Plantae,Gentiana,linearis,3170063
Gentianopsis barbata var. stenocalyx,3845160,,Gentianopsis barbata var. stenocalyx H.W.Li ex T.N.Ho,Plantae,Gentianopsis,barbata,3845160
Geranium phaeum,2891390,,Geranium phaeum L.,Plantae,Geranium,phaeum,2891390
Haplopappus scrobiculatus,3100443,,Haplopappus scrobiculatus (Nees) DC.,Plantae,Haplopappus,scrobiculatus,3100443
Hevea sp.,3071157,,Hevea Aubl.,Plantae,Hevea,sp.,3071157
Jatropha sp.,3072692,,Jatropha L.,Plantae,Jatropha,sp.,3072692
Justicia austrocapensis,3771973,5573339.0,Justicia austrocapensis T.F.Daniel,Plantae,Justicia,austrocapensis,5573339
Justicia buchii,3770920,,Justicia buchii Urb.,Plantae,Justicia,buchii,3770920
Justicia canbyi,3770458,,Justicia canbyi Greenm.,Plantae,Justicia,canbyi,3770458
Laurus azorica,7304543,,Laurus azorica (Seub.) Franco,Plantae,Laurus,azorica,7304543
Leptopetalum biflorum,9579208,,Leptopetalum biflorum (L.) Neupane & N.Wikstr.,Plantae,Leptopetalum,biflorum,9579208
Lysimachia hillebrandii,7420780,,Lysimachia hillebrandii Hook.fil. ex A.Gray,Plantae,Lysimachia,hillebrandii,7420780
Lysimachia maxima,3169360,7862069.0,Lysimachia maxima (R.Knuth) H.St.John,Plantae,Lysimachia,maxima,7862069
Mammea siamensis,7809699,,Mammea siamensis (Miq.) T.Anderson,Plantae,Mammea,siamensis,7809699
Nerine filifolia,5326933,,Nerine filifolia Baker,Plantae,Nerine,filifolia,5326933
Passiflora quadrifaria,3587925,,Passiflora quadrifaria Vanderpl.,Plantae,Passiflora,quadrifaria,3587925
Passiflora serratodigitata,2874222,,Passiflora serratodigitata L.,Plantae,Passiflora,serratodigitata,2874222
Peltogyne paniculata,2952728,,Peltogyne paniculata Benth.,Plantae,Peltogyne,paniculata,2952728
Potentilla griffithii,5368232,,Potentilla griffithii Hook.fil.,Plantae,Potentilla,griffithii,5368232
Prosopis fiebrigii,5358519,,Prosopis fiebrigii Harms,Plantae,Prosopis,fiebrigii,5358519
Prosopis hassleri,5358559,,Prosopis hassleri Harms,Plantae,Prosopis,hassleri,5358559
Ranunculus repens,3033339,,Ranunculus repens L.,Plantae,Ranunculus,repens,3033339
Rauhiella silvana,2802605,,Rauhiella silvana Toscano,Plantae,Rauhiella,silvana,2802605
Rhynchosia jacobii,5350943,,Rhynchosia jacobii Chandrab. & B.V.Shetty,Plantae,Rhynchosia,jacobii,5350943
Stanhopea lietzei,2801661,,Stanhopea lietzei (Regel) Schltr.,Plantae,Stanhopea,lietzei,2801661
Strophioblachia fimbricalyx Boerl,3063337,,Strophioblachia fimbricalyx Boerl.,Plantae,Strophioblachia,fimbricalyx,3063337
Swertia perennis,5414540,,Swertia perennis L.,Plantae,Swertia,perennis,5414540
Thunbergia laurifolia,5415460,,Thunbergia laurifolia Lindl.,Plantae,Thunbergia,laurifolia,5415460
Vitex parviflora,2925563,,Vitex parviflora A.Juss.,Plantae,Vitex,parviflora,2925563
Volutaria lippii,7797176,,Volutaria lippii (L.) Cass.,Plantae,Volutaria,lippii,7797176
Rosa gracilipes,3004808,3002333.0,Rosa gracilipes Chrshan.,Plantae,Rosa,gracilipes,3002333
Rosa koreana,3003039,,Rosa koreana Kom.,Plantae,Rosa,koreana,3003039
Rosa maximowicziana,3004857,,Rosa maximowicziana Regel,Plantae,Rosa,maximowicziana,3004857
Ficus sansibarica,7262605,,Ficus sansibarica Warb.,Plantae,Ficus,sansibarica,7262605
Bulbophyllum ipanemense,2845493,,Bulbophyllum ipanemense Hoehne,Plantae,Bulbophyllum,ipanemense,2845493
Amaranthus paniculatus,7865712,,"Amaranthus paniculatus Wall., 1832",Plantae,Amaranthus,paniculatus,7865712
Vernonia volkameriaefolia,7354835,,Vernonia volkameriaefolia Bedd.,Plantae,Vernonia,volkameriaefolia,7354835
Baccharis rufidula,3129384,,Baccharis rufidula (Spreng.) Joch.Müll.,Plantae,Baccharis,rufidula,3129384
Erigeron mucronatus,3147171,3147168.0,Erigeron mucronatus DC.,Plantae,Erigeron,mucronatus,3147168
Erigeron speciosus,3147146,,Erigeron speciosus (Lindl.) DC.,Plantae,Erigeron,speciosus,3147146
Matricaria tenuifolia,7823422,,Matricaria tenuifolia (Kit.) Sikm.,Plantae,Matricaria,tenuifolia,7823422
Tripleurospermum maritimum,3104173,,Tripleurospermum maritimum (L.) W.D.J.Koch,Plantae,Tripleurospermum,maritimum,3104173
Tripleurospermum tenuifolium,3104139,,Tripleurospermum tenuifolium (Kit. ex Schult.) Freyn ex Freyn & E.Brandis,Plantae,Tripleurospermum,tenuifolium,3104139
Zanthoxylum pinnatum,7677684,,Zanthoxylum pinnatum (J.R.Forst. & G.Forst.) Druce,Plantae,Zanthoxylum,pinnatum,7677684
Aloe pluridens,2777892,,Aloe pluridens Haw.,Plantae,Aloe,pluridens,2777892
Lathyrus sylvestris,5356623,,Lathyrus sylvestris L.,Plantae,Lathyrus,sylvestris,5356623
Senecio longilobus,3107450,3108316.0,Senecio longilobus Benth.,Plantae,Senecio,longilobus,3108316
Turraea pubescens,3852685,,Turraea pubescens Hell.,Plantae,Turraea,pubescens,3852685
Heliotropium sinuatum,4061759,,Heliotropium sinuatum (Miers) I.M.Johnst.,Plantae,Heliotropium,sinuatum,4061759
