Foundation URI,Linearization URI,Code,BlockId,Title,ClassKind,DepthInKind,IsResidual,ChapterNo,BrowserLink,isLeaf,Primary tabulation,Grouping1,Grouping2,Grouping3,Grouping4,Grouping5,CodingNote,Parent,Version:2026 Jan 17 - 05:30 UTC
http://id.who.int/icd/entity/1611724421,http://id.who.int/icd/release/11/mms/1611724421,8A20,,- - Alzheimer disease,category,1.0,False,8.0,,True,True,BlockL1-8A2,,,,,,http://id.who.int/icd/entity/1719545571,
,http://id.who.int/icd/release/11/mms/1719545571/other,8A2Y,,- - Other specified disorders with neurocognitive impairment as a major feature,category,1.0,True,8.0,,True,True,BlockL1-8A2,,,,,,http://id.who.int/icd/entity/1719545571,
,http://id.who.int/icd/release/11/mms/1719545571/unspecified,8A2Z,,"- - Disorders with neurocognitive impairment as a major feature, unspecified",category,1.0,True,8.0,,True,True,BlockL1-8A2,,,,,,http://id.who.int/icd/entity/1719545571,
http://id.who.int/icd/entity/724748131,http://id.who.int/icd/release/11/mms/724748131,,BlockL1-8A4,- Multiple sclerosis or other white matter disorders,block,1.0,False,8.0,,False,,,,,,,,http://id.who.int/icd/entity/1296093776,
http://id.who.int/icd/entity/1298865187,http://id.who.int/icd/release/11/mms/1298865187,8A40,,- - Multiple sclerosis,category,1.0,False,8.0,,False,True,BlockL1-8A4,,,,,,http://id.who.int/icd/entity/724748131,
,http://id.who.int/icd/release/11/mms/724748131/other,8A4Y,,- - Other specified multiple sclerosis or other white matter disorders,category,1.0,True,8.0,,True,True,BlockL1-8A4,,,,,,http://id.who.int/icd/entity/724748131,
,http://id.who.int/icd/release/11/mms/724748131/unspecified,8A4Z,,"- - Multiple sclerosis or other white matter disorders, unspecified",category,1.0,True,8.0,,True,True,BlockL1-8A4,,,,,,http://id.who.int/icd/entity/724748131,
http://id.who.int/icd/entity/1397288146,http://id.who.int/icd/release/11/mms/1397288146,,BlockL1-8A6,- Epilepsy or seizures,block,1.0,False,8.0,,False,,,,,,,"Use additional code, if desired, to identify the type of seizure.",http://id.who.int/icd/entity/1296093776,
,http://id.who.int/icd/release/11/mms/1397288146/other,8A6Y,,- - Other specified epilepsy or seizures,category,1.0,True,8.0,,True,True,BlockL1-8A6,,,,,,http://id.who.int/icd/entity/1397288146,
,http://id.who.int/icd/release/11/mms/1397288146/unspecified,8A6Z,,"- - Epilepsy or seizures, unspecified",category,1.0,True,8.0,,True,True,BlockL1-8A6,,,,,,http://id.who.int/icd/entity/1397288146,
http://id.who.int/icd/entity/28995849,http://id.who.int/icd/release/11/mms/28995849,,BlockL1-8A8,- Headache disorders,block,1.0,False,8.0,,False,,,,,,,,http://id.who.int/icd/entity/1296093776,
http://id.who.int/icd/entity/1350703173,http://id.who.int/icd/release/11/mms/1350703173,8A83,,- - Other primary headache disorder,category,1.0,False,8.0,,True,True,BlockL1-8A8,,,,,,http://id.who.int/icd/entity/28995849,
http://id.who.int/icd/entity/1099694795,http://id.who.int/icd/release/11/mms/1099694795,8A85,,- - Painful cranial neuropathies or other facial pains,category,1.0,False,8.0,,True,True,BlockL1-8A8,,,,,,http://id.who.int/icd/entity/28995849,
,http://id.who.int/icd/release/11/mms/28995849/other,8A8Y,,- - Other specified headache disorders,category,1.0,True,8.0,,True,True,BlockL1-8A8,,,,,,http://id.who.int/icd/entity/28995849,
,http://id.who.int/icd/release/11/mms/28995849/unspecified,8A8Z,,"- - Headache disorders, unspecified",category,1.0,True,8.0,,True,True,BlockL1-8A8,,,,,,http://id.who.int/icd/entity/28995849,
http://id.who.int/icd/entity/636274910,http://id.who.int/icd/release/11/mms/636274910,8B11,,- - - Cerebral ischaemic stroke,category,1.0,False,8.0,,False,True,BlockL1-8B0,BlockL2-8B1,,,,"When the cause of ischaemic stroke is known, code to the cause. When the cause of ischaemic stroke is not known, code to 8B11.5-. When the cause of stroke is not known, code to 8B20 Stroke not known if ischaemic or haemorrhagic.",http://id.who.int/icd/entity/1427441570,
http://id.who.int/icd/entity/1442995018,http://id.who.int/icd/release/11/mms/1442995018,8B20,,- - Stroke not known if ischaemic or haemorrhagic,category,1.0,False,8.0,,True,True,BlockL1-8B0,,,,,,http://id.who.int/icd/entity/843843448,
http://id.who.int/icd/entity/1861279867,http://id.who.int/icd/release/11/mms/1861279867,,BlockL1-8B6,- Motor neuron diseases or related disorders,block,1.0,False,8.0,,False,,,,,,,,http://id.who.int/icd/entity/1296093776,
http://id.who.int/icd/entity/661720689,http://id.who.int/icd/release/11/mms/661720689,8B60,,- - Motor neuron disease,category,1.0,False,8.0,,False,True,BlockL1-8B6,,,,,,http://id.who.int/icd/entity/1861279867,
,http://id.who.int/icd/release/11/mms/1861279867/other,8B6Y,,- - Other specified motor neuron diseases or related disorders,category,1.0,True,8.0,,True,True,BlockL1-8B6,,,,,,http://id.who.int/icd/entity/1861279867,
,http://id.who.int/icd/release/11/mms/1861279867/unspecified,8B6Z,,"- - Motor neuron diseases or related disorders, unspecified",category,1.0,True,8.0,,True,True,BlockL1-8B6,,,,,,http://id.who.int/icd/entity/1861279867,
http://id.who.int/icd/entity/1730644960,http://id.who.int/icd/release/11/mms/1730644960,,BlockL1-8B8,"- Disorders of nerve root, plexus or peripheral nerves",block,1.0,False,8.0,,False,,,,,,,,http://id.who.int/icd/entity/1296093776,
,http://id.who.int/icd/release/11/mms/1730644960/other,8C4Y,,"- - Other specified disorders of nerve root, plexus or peripheral nerves",category,1.0,True,8.0,,True,True,BlockL1-8B8,,,,,,http://id.who.int/icd/entity/1730644960,
,http://id.who.int/icd/release/11/mms/1730644960/unspecified,8C4Z,,"- - Disorders of nerve root, plexus or peripheral nerves, unspecified",category,1.0,True,8.0,,True,True,BlockL1-8B8,,,,,,http://id.who.int/icd/entity/1730644960,
http://id.who.int/icd/entity/1297080916,http://id.who.int/icd/release/11/mms/1297080916,,BlockL1-8C6,- Diseases of neuromuscular junction or muscle,block,1.0,False,8.0,,False,,,,,,,,http://id.who.int/icd/entity/1296093776,
http://id.who.int/icd/entity/76906748,http://id.who.int/icd/release/11/mms/76906748,,BlockL1-8D2,- Cerebral palsy,block,1.0,False,8.0,,False,,,,,,,,http://id.who.int/icd/entity/1296093776,
http://id.who.int/icd/entity/1426032265,http://id.who.int/icd/release/11/mms/1426032265,8D20,,- - Spastic cerebral palsy,category,1.0,False,8.0,,False,True,BlockL1-8D2,,,,,,http://id.who.int/icd/entity/76906748,
http://id.who.int/icd/entity/812740125,http://id.who.int/icd/release/11/mms/812740125,8D21,,- - Dyskinetic cerebral palsy,category,1.0,False,8.0,,True,True,BlockL1-8D2,,,,,,http://id.who.int/icd/entity/76906748,
http://id.who.int/icd/entity/1134558601,http://id.who.int/icd/release/11/mms/1134558601,8D22,,- - Ataxic cerebral palsy,category,1.0,False,8.0,,True,True,BlockL1-8D2,,,,,,http://id.who.int/icd/entity/76906748,
,http://id.who.int/icd/release/11/mms/76906748/other,8D2Y,,- - Other specified cerebral palsy,category,1.0,True,8.0,,True,True,BlockL1-8D2,,,,,,http://id.who.int/icd/entity/76906748,
,http://id.who.int/icd/release/11/mms/76906748/unspecified,8D2Z,,"- - Cerebral palsy, unspecified",category,1.0,True,8.0,,True,True,BlockL1-8D2,,,,,,http://id.who.int/icd/entity/76906748,
http://id.who.int/icd/entity/1119245712,http://id.who.int/icd/release/11/mms/1119245712,,BlockL1-8D4,- Nutritional or toxic disorders of the nervous system,block,1.0,False,8.0,,False,,,,,,,,http://id.who.int/icd/entity/1296093776,
,http://id.who.int/icd/release/11/mms/1119245712/other,8D4Y,,- - Other specified nutritional or toxic disorders of the nervous system,category,1.0,True,8.0,,True,True,BlockL1-8D4,,,,,,http://id.who.int/icd/entity/1119245712,
,http://id.who.int/icd/release/11/mms/1119245712/unspecified,8D4Z,,"- - Nutritional or toxic disorders of the nervous system, unspecified",category,1.0,True,8.0,,True,True,BlockL1-8D4,,,,,,http://id.who.int/icd/entity/1119245712,
http://id.who.int/icd/entity/1397803237,http://id.who.int/icd/release/11/mms/1397803237,,BlockL1-8D8,- Disorders of autonomic nervous system,block,1.0,False,8.0,,False,,,,,,,,http://id.who.int/icd/entity/1296093776,
http://id.who.int/icd/entity/2116276188,http://id.who.int/icd/release/11/mms/2116276188,8D80,,- - Congenital malformations of the autonomic nervous system,category,1.0,False,8.0,,True,True,BlockL1-8D8,,,,,,http://id.who.int/icd/entity/1397803237,
,http://id.who.int/icd/release/11/mms/1397803237/other,8D8Y,,- - Other specified disorders of autonomic nervous system,category,1.0,True,8.0,,True,True,BlockL1-8D8,,,,,,http://id.who.int/icd/entity/1397803237,
,http://id.who.int/icd/release/11/mms/1397803237/unspecified,8D8Z,,"- - Disorders of autonomic nervous system, unspecified",category,1.0,True,8.0,,True,True,BlockL1-8D8,,,,,,http://id.who.int/icd/entity/1397803237,
http://id.who.int/icd/entity/988657115,http://id.who.int/icd/release/11/mms/988657115,,BlockL1-8E4,- Certain disorders of the nervous system,block,1.0,False,8.0,,False,,,,,,,,http://id.who.int/icd/entity/1296093776,
http://id.who.int/icd/entity/292232825,http://id.who.int/icd/release/11/mms/292232825,8E43,,- - Pain disorders,category,1.0,False,8.0,,False,True,BlockL1-8E4,,,,,,http://id.who.int/icd/entity/988657115,
http://id.who.int/icd/entity/1058231555,http://id.who.int/icd/release/11/mms/1058231555,8E4A,,- - Paraneoplastic or autoimmune disorders of the nervous system,category,1.0,False,8.0,,False,False,BlockL1-8E4,,,,,,http://id.who.int/icd/entity/988657115,
http://id.who.int/icd/entity/1510094736,http://id.who.int/icd/release/11/mms/1510094736,,BlockL1-8E6,- Postprocedural disorders of the nervous system,block,1.0,False,8.0,,False,,,,,,,,http://id.who.int/icd/entity/1296093776,
