Foundation URI,Linearization URI,Code,BlockId,Title,ClassKind,DepthInKind,IsResidual,ChapterNo,BrowserLink,isLeaf,Primary tabulation,Grouping1,Grouping2,Grouping3,Grouping4,Grouping5,CodingNote,Parent,Version:2026 Jan 17 - 05:30 UTC
http://id.who.int/icd/entity/1069443471,http://id.who.int/icd/release/11/mms/1069443471,6B60,,- - Dissociative neurological symptom disorder,category,1.0,False,6.0,,False,True,BlockL1-6B6,,,,,,http://id.who.int/icd/entity/108180424,
http://id.who.int/icd/entity/626975732,http://id.who.int/icd/release/11/mms/626975732,6B61,,- - Dissociative amnesia,category,1.0,False,6.0,,False,True,BlockL1-6B6,,,,,,http://id.who.int/icd/entity/108180424,
http://id.who.int/icd/entity/1807490186,http://id.who.int/icd/release/11/mms/1807490186,6B62,,- - Trance disorder,category,1.0,False,6.0,,True,True,BlockL1-6B6,,,,,,http://id.who.int/icd/entity/108180424,
http://id.who.int/icd/entity/1374925579,http://id.who.int/icd/release/11/mms/1374925579,6B63,,- - Possession trance disorder,category,1.0,False,6.0,,True,True,BlockL1-6B6,,,,,,http://id.who.int/icd/entity/108180424,
http://id.who.int/icd/entity/1829103493,http://id.who.int/icd/release/11/mms/1829103493,6B64,,- - Dissociative identity disorder,category,1.0,False,6.0,,True,True,BlockL1-6B6,,,,,,http://id.who.int/icd/entity/108180424,
http://id.who.int/icd/entity/988400777,http://id.who.int/icd/release/11/mms/988400777,6B65,,- - Partial dissociative identity disorder,category,1.0,False,6.0,,True,True,BlockL1-6B6,,,,,,http://id.who.int/icd/entity/108180424,
http://id.who.int/icd/entity/253124068,http://id.who.int/icd/release/11/mms/253124068,6B66,,- - Depersonalization-derealization disorder,category,1.0,False,6.0,,True,True,BlockL1-6B6,,,,,,http://id.who.int/icd/entity/108180424,
,http://id.who.int/icd/release/11/mms/108180424/other,6B6Y,,- - Other specified dissociative disorders,category,1.0,True,6.0,,True,True,BlockL1-6B6,,,,,,http://id.who.int/icd/entity/108180424,
,http://id.who.int/icd/release/11/mms/108180424/unspecified,6B6Z,,"- - Dissociative disorders, unspecified",category,1.0,True,6.0,,True,True,BlockL1-6B6,,,,,,http://id.who.int/icd/entity/108180424,
http://id.who.int/icd/entity/1412387537,http://id.who.int/icd/release/11/mms/1412387537,,BlockL1-6B8,- Feeding or eating disorders,block,1.0,False,6.0,,False,,,,,,,,http://id.who.int/icd/entity/334423054,
