Code,Title,Path
8C7Z,"- - - Primary disorders of muscles, unspecified",/- Diseases of neuromuscular junction or muscle/- - Myasthenia gravis or certain specified neuromuscular junction disorders/- - Primary disorders of muscles
8C80,- - - Drug-induced myopathy,/- Diseases of neuromuscular junction or muscle/- - Myasthenia gravis or certain specified neuromuscular junction disorders/- - Primary disorders of muscles/- - Secondary myopathies
8C81,- - - Autoimmune myopathy,/- Diseases of neuromuscular junction or muscle/- - Myasthenia gravis or certain specified neuromuscular junction disorders/- - Primary disorders of muscles/- - Secondary myopathies
8C82,- - - Myopathy in certain specified infectious or parasitic disease,/- Diseases of neuromuscular junction or muscle/- - Myasthenia gravis or certain specified neuromuscular junction disorders/- - Primary disorders of muscles/- - Secondary myopathies
8C83,- - - Myopathy in certain specified endocrine disease,/- Diseases of neuromuscular junction or muscle/- - Myasthenia gravis or certain specified neuromuscular junction disorders/- - Primary disorders of muscles/- - Secondary myopathies
8C84,- - - Secondary rhabdomyolysis,/- Diseases of neuromuscular junction or muscle/- - Myasthenia gravis or certain specified neuromuscular junction disorders/- - Primary disorders of muscles/- - Secondary myopathies
8C8Y,- - - Other specified secondary myopathies,/- Diseases of neuromuscular junction or muscle/- - Myasthenia gravis or certain specified neuromuscular junction disorders/- - Primary disorders of muscles/- - Secondary myopathies
8C8Z,"- - - Secondary myopathies, unspecified",/- Diseases of neuromuscular junction or muscle/- - Myasthenia gravis or certain specified neuromuscular junction disorders/- - Primary disorders of muscles/- - Secondary myopathies
8D0Y,- - Other specified diseases of muscle,/- Diseases of neuromuscular junction or muscle/- - Myasthenia gravis or certain specified neuromuscular junction disorders/- - Primary disorders of muscles/- - Secondary myopathies
8D0Z,"- - Diseases of muscle, unspecified",/- Diseases of neuromuscular junction or muscle/- - Myasthenia gravis or certain specified neuromuscular junction disorders/- - Primary disorders of muscles/- - Secondary myopathies
8D20,- - Spastic cerebral palsy,/- Cerebral palsy
8D21,- - Dyskinetic cerebral palsy,/- Cerebral palsy
8D22,- - Ataxic cerebral palsy,/- Cerebral palsy
8D23,- - Worster-Drought syndrome,/- Cerebral palsy
8D2Y,- - Other specified cerebral palsy,/- Cerebral palsy
8D2Z,"- - Cerebral palsy, unspecified",/- Cerebral palsy
8D40,- - Neurological disorders due to nutrient deficiency,/- Nutritional or toxic disorders of the nervous system
8D41,- - Neurological disorders due to an excess of micro or macro nutrients,/- Nutritional or toxic disorders of the nervous system
8D42,- - Neurological disorders due to overweight or obesity in adults or children,/- Nutritional or toxic disorders of the nervous system
8D43,- - Neurological disorders due to toxicity,/- Nutritional or toxic disorders of the nervous system
8D44,- - Alcohol-related neurological disorders,/- Nutritional or toxic disorders of the nervous system
8D4Y,- - Other specified nutritional or toxic disorders of the nervous system,/- Nutritional or toxic disorders of the nervous system
8D4Z,"- - Nutritional or toxic disorders of the nervous system, unspecified",/- Nutritional or toxic disorders of the nervous system
8D60,- - Increased intracranial pressure,/- Disorders of cerebrospinal fluid pressure or flow
8D61,- - Intracranial hypotension,/- Disorders of cerebrospinal fluid pressure or flow
8D62,- - Cerebrospinal fluid rhinorrhoea,/- Disorders of cerebrospinal fluid pressure or flow
8D63,- - Cerebrospinal fluid otorrhoea,/- Disorders of cerebrospinal fluid pressure or flow
8D64,- - Hydrocephalus,/- Disorders of cerebrospinal fluid pressure or flow
8D65,- - Cerebrospinal fluid fistula,/- Disorders of cerebrospinal fluid pressure or flow
8D66,- - Syringomyelia or syringobulbia,/- Disorders of cerebrospinal fluid pressure or flow
8D67,- - Intracranial arachnoid cyst,/- Disorders of cerebrospinal fluid pressure or flow
8D68,- - Porencephalic cyst,/- Disorders of cerebrospinal fluid pressure or flow
8D6Y,- - Other specified disorders of cerebrospinal fluid pressure or flow,/- Disorders of cerebrospinal fluid pressure or flow
8D6Z,"- - Disorders of cerebrospinal fluid pressure or flow, unspecified",/- Disorders of cerebrospinal fluid pressure or flow
8D80,- - Congenital malformations of the autonomic nervous system,/- Disorders of autonomic nervous system
8D81,- - Inherited autonomic nervous system disorders,/- Disorders of autonomic nervous system
8D82,- - Autoimmune disorders involving the autonomic nervous system,/- Disorders of autonomic nervous system
8D83,- - Autonomic nervous system disorder due to infection,/- Disorders of autonomic nervous system
8D84,- - Pure autonomic nervous system failure,/- Disorders of autonomic nervous system
8D85,- - Autonomic nervous system disorder due to substances,/- Disorders of autonomic nervous system
8D86,- - Autonomic nervous system hyperactivity,/- Disorders of autonomic nervous system
8D87,- - Autonomic nervous system disorder due to certain specified neurodegenerative disorder,/- Disorders of autonomic nervous system
8D88,- - Autonomic neuropathies,/- Disorders of autonomic nervous system
8D89,- - Disorders of orthostatic tolerance,/- Disorders of autonomic nervous system
8D8A,- - Focal or segmental autonomic disorders,/- Disorders of autonomic nervous system
8D8B,- - Disorders affecting autonomic synaptic neurotransmission,/- Disorders of autonomic nervous system
8D8C,- - Autonomic dysreflexia,/- Disorders of autonomic nervous system
8D8D,- - Hypoglycaemia unawareness,/- Disorders of autonomic nervous system
8D8Y,- - Other specified disorders of autonomic nervous system,/- Disorders of autonomic nervous system
8D8Z,"- - Disorders of autonomic nervous system, unspecified",/- Disorders of autonomic nervous system
8E00,- - Sporadic Creutzfeldt-Jakob Disease,/- Human prion diseases
8E01,- - Acquired prion disease,/- Human prion diseases
8E02,- - Genetic prion diseases,/- Human prion diseases
8E03,- - Variably protease sensitive prionopathy,/- Human prion diseases
8E0Y,- - Other specified human prion diseases,/- Human prion diseases
8E0Z,"- - Human prion diseases, unspecified",/- Human prion diseases
8E20,- - Persistent vegetative state,/- Disorders of consciousness
8E21,- - Permanent vegetative state,/- Disorders of consciousness
8E22,- - Minimally conscious state,/- Disorders of consciousness
8E2Y,- - Other specified disorders of consciousness,/- Disorders of consciousness
8E2Z,"- - Disorders of consciousness, unspecified",/- Disorders of consciousness
8E40,- - Disorders of the meninges excluding infection,/- Certain disorders of the nervous system
8E41,- - Pachymeningitis,/- Certain disorders of the nervous system
8E42,- - Superficial siderosis of the nervous system,/- Certain disorders of the nervous system
8E43,- - Pain disorders,/- Certain disorders of the nervous system
8E44,- - Post anoxic brain damage,/- Certain disorders of the nervous system
8E45,- - Locked-in syndrome,/- Certain disorders of the nervous system
8E46,- - Reye syndrome,/- Certain disorders of the nervous system
8E47,"- - Encephalopathy, not elsewhere classified",/- Certain disorders of the nervous system
8E48,"- - Encephalitis, not elsewhere classified",/- Certain disorders of the nervous system
8E49,- - Postviral fatigue syndrome,/- Certain disorders of the nervous system
8E4A,- - Paraneoplastic or autoimmune disorders of the nervous system,/- Certain disorders of the nervous system
8E60,- - Post ventricular shunting leak,/- Postprocedural disorders of the nervous system
8E61,- - Post radiation injury of the nervous system,/- Postprocedural disorders of the nervous system
8E62,- - Postprocedural meningitis,/- Postprocedural disorders of the nervous system
8E63,- - Post pump encephalopathy,/- Postprocedural disorders of the nervous system
8E64,- - Multifocal cerebral infarctions,/- Postprocedural disorders of the nervous system
8E66,- - Intracranial hypotension due to lumbar puncture,/- Postprocedural disorders of the nervous system
8E67,- - Cerebrospinal fluid leak due to surgery or lumbar puncture,/- Postprocedural disorders of the nervous system
8E7Y,- Other specified diseases of the nervous system,
8E7Z,"- Diseases of the nervous system, unspecified",
